,y1_countyname,y1_state,y2_countyname,y2_state,n2_inflow,agi_perThou_inflow,agi_inflow,yr_range,year1,year2,mig_direction1,unique_tag,secondary_county
17846,Cherokee County Total Migration-US and Foreign,GA,Cherokee County,GA,18618,664321,664321000,1718,2017,2018,inflow,Cherokee County total migration-1718,"Cherokee County Total Migration-US and Foreign, GA"
17852,Cobb County,GA,Cherokee County,GA,4922,162785,162785000,1718,2017,2018,inflow,Cherokee County-Cobb County-GA-1718,"Cobb County, GA"
17853,Fulton County,GA,Cherokee County,GA,2496,111313,111313000,1718,2017,2018,inflow,Cherokee County-Fulton County-GA-1718,"Fulton County, GA"
17854,Forsyth County,GA,Cherokee County,GA,871,38178,38178000,1718,2017,2018,inflow,Cherokee County-Forsyth County-GA-1718,"Forsyth County, GA"
17855,Gwinnett County,GA,Cherokee County,GA,709,24520,24520000,1718,2017,2018,inflow,Cherokee County-Gwinnett County-GA-1718,"Gwinnett County, GA"
17856,Pickens County,GA,Cherokee County,GA,528,14480,14480000,1718,2017,2018,inflow,Cherokee County-Pickens County-GA-1718,"Pickens County, GA"
17857,DeKalb County,GA,Cherokee County,GA,408,13647,13647000,1718,2017,2018,inflow,Cherokee County-DeKalb County-GA-1718,"DeKalb County, GA"
17858,Bartow County,GA,Cherokee County,GA,457,12237,12237000,1718,2017,2018,inflow,Cherokee County-Bartow County-GA-1718,"Bartow County, GA"
17859,Paulding County,GA,Cherokee County,GA,420,11207,11207000,1718,2017,2018,inflow,Cherokee County-Paulding County-GA-1718,"Paulding County, GA"
17860,Gilmer County,GA,Cherokee County,GA,153,3277,3277000,1718,2017,2018,inflow,Cherokee County-Gilmer County-GA-1718,"Gilmer County, GA"
17861,Broward County,FL,Cherokee County,GA,143,4827,4827000,1718,2017,2018,inflow,Cherokee County-Broward County-FL-1718,"Broward County, FL"
17862,Henry County,GA,Cherokee County,GA,130,4625,4625000,1718,2017,2018,inflow,Cherokee County-Henry County-GA-1718,"Henry County, GA"
17863,Hall County,GA,Cherokee County,GA,97,4183,4183000,1718,2017,2018,inflow,Cherokee County-Hall County-GA-1718,"Hall County, GA"
17864,Miami-Dade County,FL,Cherokee County,GA,110,2105,2105000,1718,2017,2018,inflow,Cherokee County-Miami-Dade County-FL-1718,"Miami-Dade County, FL"
17865,Douglas County,GA,Cherokee County,GA,96,3002,3002000,1718,2017,2018,inflow,Cherokee County-Douglas County-GA-1718,"Douglas County, GA"
17866,Palm Beach County,FL,Cherokee County,GA,92,2758,2758000,1718,2017,2018,inflow,Cherokee County-Palm Beach County-FL-1718,"Palm Beach County, FL"
17867,Clayton County,GA,Cherokee County,GA,72,1918,1918000,1718,2017,2018,inflow,Cherokee County-Clayton County-GA-1718,"Clayton County, GA"
17868,Los Angeles County,CA,Cherokee County,GA,64,2857,2857000,1718,2017,2018,inflow,Cherokee County-Los Angeles County-CA-1718,"Los Angeles County, CA"
17869,Fayette County,GA,Cherokee County,GA,83,3712,3712000,1718,2017,2018,inflow,Cherokee County-Fayette County-GA-1718,"Fayette County, GA"
17870,Floyd County,GA,Cherokee County,GA,73,2167,2167000,1718,2017,2018,inflow,Cherokee County-Floyd County-GA-1718,"Floyd County, GA"
17871,Coweta County,GA,Cherokee County,GA,52,1824,1824000,1718,2017,2018,inflow,Cherokee County-Coweta County-GA-1718,"Coweta County, GA"
17872,Clarke County,GA,Cherokee County,GA,45,1717,1717000,1718,2017,2018,inflow,Cherokee County-Clarke County-GA-1718,"Clarke County, GA"
17873,Carroll County,GA,Cherokee County,GA,59,1755,1755000,1718,2017,2018,inflow,Cherokee County-Carroll County-GA-1718,"Carroll County, GA"
17874,Duval County,FL,Cherokee County,GA,56,1794,1794000,1718,2017,2018,inflow,Cherokee County-Duval County-FL-1718,"Duval County, FL"
17875,Chatham County,GA,Cherokee County,GA,60,1193,1193000,1718,2017,2018,inflow,Cherokee County-Chatham County-GA-1718,"Chatham County, GA"
17876,Harris County,TX,Cherokee County,GA,63,2162,2162000,1718,2017,2018,inflow,Cherokee County-Harris County-TX-1718,"Harris County, TX"
17877,Cook County,IL,Cherokee County,GA,52,2084,2084000,1718,2017,2018,inflow,Cherokee County-Cook County-IL-1718,"Cook County, IL"
17878,Orange County,FL,Cherokee County,GA,60,2161,2161000,1718,2017,2018,inflow,Cherokee County-Orange County-FL-1718,"Orange County, FL"
17879,Dawson County,GA,Cherokee County,GA,50,1411,1411000,1718,2017,2018,inflow,Cherokee County-Dawson County-GA-1718,"Dawson County, GA"
17880,Hillsborough County,FL,Cherokee County,GA,55,2094,2094000,1718,2017,2018,inflow,Cherokee County-Hillsborough County-FL-1718,"Hillsborough County, FL"
17881,Brevard County,FL,Cherokee County,GA,60,1591,1591000,1718,2017,2018,inflow,Cherokee County-Brevard County-FL-1718,"Brevard County, FL"
17882,Gordon County,GA,Cherokee County,GA,56,1410,1410000,1718,2017,2018,inflow,Cherokee County-Gordon County-GA-1718,"Gordon County, GA"
17883,Newton County,GA,Cherokee County,GA,54,1740,1740000,1718,2017,2018,inflow,Cherokee County-Newton County-GA-1718,"Newton County, GA"
17884,Mecklenburg County,NC,Cherokee County,GA,53,1547,1547000,1718,2017,2018,inflow,Cherokee County-Mecklenburg County-NC-1718,"Mecklenburg County, NC"
17885,Maricopa County,AZ,Cherokee County,GA,55,1916,1916000,1718,2017,2018,inflow,Cherokee County-Maricopa County-AZ-1718,"Maricopa County, AZ"
17886,Pinellas County,FL,Cherokee County,GA,46,1182,1182000,1718,2017,2018,inflow,Cherokee County-Pinellas County-FL-1718,"Pinellas County, FL"
17887,Houston County,GA,Cherokee County,GA,45,1616,1616000,1718,2017,2018,inflow,Cherokee County-Houston County-GA-1718,"Houston County, GA"
17888,Suffolk County,NY,Cherokee County,GA,52,1594,1594000,1718,2017,2018,inflow,Cherokee County-Suffolk County-NY-1718,"Suffolk County, NY"
17889,Fannin County,GA,Cherokee County,GA,38,900,900000,1718,2017,2018,inflow,Cherokee County-Fannin County-GA-1718,"Fannin County, GA"
17890,Lee County,FL,Cherokee County,GA,47,1716,1716000,1718,2017,2018,inflow,Cherokee County-Lee County-FL-1718,"Lee County, FL"
17891,Lumpkin County,GA,Cherokee County,GA,35,824,824000,1718,2017,2018,inflow,Cherokee County-Lumpkin County-GA-1718,"Lumpkin County, GA"
17892,Barrow County,GA,Cherokee County,GA,33,831,831000,1718,2017,2018,inflow,Cherokee County-Barrow County-GA-1718,"Barrow County, GA"
17893,Orange County,CA,Cherokee County,GA,50,2251,2251000,1718,2017,2018,inflow,Cherokee County-Orange County-CA-1718,"Orange County, CA"
17894,Jackson County,GA,Cherokee County,GA,35,1215,1215000,1718,2017,2018,inflow,Cherokee County-Jackson County-GA-1718,"Jackson County, GA"
17954,Clayton County Total Migration-US and Foreign,GA,Clayton County,GA,28405,400093,400093000,1718,2017,2018,inflow,Clayton County total migration-1718,"Clayton County Total Migration-US and Foreign, GA"
17960,Fulton County,GA,Clayton County,GA,7672,98687,98687000,1718,2017,2018,inflow,Clayton County-Fulton County-GA-1718,"Fulton County, GA"
17961,DeKalb County,GA,Clayton County,GA,3449,43790,43790000,1718,2017,2018,inflow,Clayton County-DeKalb County-GA-1718,"DeKalb County, GA"
17962,Henry County,GA,Clayton County,GA,2883,44961,44961000,1718,2017,2018,inflow,Clayton County-Henry County-GA-1718,"Henry County, GA"
17963,Cobb County,GA,Clayton County,GA,961,13671,13671000,1718,2017,2018,inflow,Clayton County-Cobb County-GA-1718,"Cobb County, GA"
17964,Gwinnett County,GA,Clayton County,GA,912,13039,13039000,1718,2017,2018,inflow,Clayton County-Gwinnett County-GA-1718,"Gwinnett County, GA"
17965,Fayette County,GA,Clayton County,GA,554,15941,15941000,1718,2017,2018,inflow,Clayton County-Fayette County-GA-1718,"Fayette County, GA"
17966,Spalding County,GA,Clayton County,GA,348,4244,4244000,1718,2017,2018,inflow,Clayton County-Spalding County-GA-1718,"Spalding County, GA"
17967,Douglas County,GA,Clayton County,GA,319,4278,4278000,1718,2017,2018,inflow,Clayton County-Douglas County-GA-1718,"Douglas County, GA"
17968,Miami-Dade County,FL,Clayton County,GA,304,3390,3390000,1718,2017,2018,inflow,Clayton County-Miami-Dade County-FL-1718,"Miami-Dade County, FL"
17969,Broward County,FL,Clayton County,GA,227,3245,3245000,1718,2017,2018,inflow,Clayton County-Broward County-FL-1718,"Broward County, FL"
17970,Coweta County,GA,Clayton County,GA,223,2749,2749000,1718,2017,2018,inflow,Clayton County-Coweta County-GA-1718,"Coweta County, GA"
17971,Rockdale County,GA,Clayton County,GA,223,2926,2926000,1718,2017,2018,inflow,Clayton County-Rockdale County-GA-1718,"Rockdale County, GA"
17972,Chatham County,GA,Clayton County,GA,153,2117,2117000,1718,2017,2018,inflow,Clayton County-Chatham County-GA-1718,"Chatham County, GA"
17973,Newton County,GA,Clayton County,GA,187,2519,2519000,1718,2017,2018,inflow,Clayton County-Newton County-GA-1718,"Newton County, GA"
17974,Kings County,NY,Clayton County,GA,163,2555,2555000,1718,2017,2018,inflow,Clayton County-Kings County-NY-1718,"Kings County, NY"
17975,Muscogee County,GA,Clayton County,GA,140,1649,1649000,1718,2017,2018,inflow,Clayton County-Muscogee County-GA-1718,"Muscogee County, GA"
17976,Orange County,FL,Clayton County,GA,145,1923,1923000,1718,2017,2018,inflow,Clayton County-Orange County-FL-1718,"Orange County, FL"
17977,Cook County,IL,Clayton County,GA,137,2557,2557000,1718,2017,2018,inflow,Clayton County-Cook County-IL-1718,"Cook County, IL"
17978,Bibb County,GA,Clayton County,GA,137,2149,2149000,1718,2017,2018,inflow,Clayton County-Bibb County-GA-1718,"Bibb County, GA"
17979,Queens County,NY,Clayton County,GA,104,1421,1421000,1718,2017,2018,inflow,Clayton County-Queens County-NY-1718,"Queens County, NY"
17980,Hillsborough County,FL,Clayton County,GA,113,1300,1300000,1718,2017,2018,inflow,Clayton County-Hillsborough County-FL-1718,"Hillsborough County, FL"
17981,Los Angeles County,CA,Clayton County,GA,105,1268,1268000,1718,2017,2018,inflow,Clayton County-Los Angeles County-CA-1718,"Los Angeles County, CA"
17982,Duval County,FL,Clayton County,GA,100,1249,1249000,1718,2017,2018,inflow,Clayton County-Duval County-FL-1718,"Duval County, FL"
17983,Dougherty County,GA,Clayton County,GA,95,973,973000,1718,2017,2018,inflow,Clayton County-Dougherty County-GA-1718,"Dougherty County, GA"
17984,Harris County,TX,Clayton County,GA,75,1387,1387000,1718,2017,2018,inflow,Clayton County-Harris County-TX-1718,"Harris County, TX"
17985,Richmond County,GA,Clayton County,GA,91,982,982000,1718,2017,2018,inflow,Clayton County-Richmond County-GA-1718,"Richmond County, GA"
17986,Paulding County,GA,Clayton County,GA,91,1507,1507000,1718,2017,2018,inflow,Clayton County-Paulding County-GA-1718,"Paulding County, GA"
17987,Shelby County,TN,Clayton County,GA,101,856,856000,1718,2017,2018,inflow,Clayton County-Shelby County-TN-1718,"Shelby County, TN"
17988,Palm Beach County,FL,Clayton County,GA,86,941,941000,1718,2017,2018,inflow,Clayton County-Palm Beach County-FL-1718,"Palm Beach County, FL"
17989,Essex County,NJ,Clayton County,GA,82,1042,1042000,1718,2017,2018,inflow,Clayton County-Essex County-NJ-1718,"Essex County, NJ"
17990,Mecklenburg County,NC,Clayton County,GA,70,963,963000,1718,2017,2018,inflow,Clayton County-Mecklenburg County-NC-1718,"Mecklenburg County, NC"
17991,Carroll County,GA,Clayton County,GA,82,840,840000,1718,2017,2018,inflow,Clayton County-Carroll County-GA-1718,"Carroll County, GA"
17992,Houston County,GA,Clayton County,GA,66,1060,1060000,1718,2017,2018,inflow,Clayton County-Houston County-GA-1718,"Houston County, GA"
17993,Wayne County,MI,Clayton County,GA,80,856,856000,1718,2017,2018,inflow,Clayton County-Wayne County-MI-1718,"Wayne County, MI"
17994,Montgomery County,AL,Clayton County,GA,76,810,810000,1718,2017,2018,inflow,Clayton County-Montgomery County-AL-1718,"Montgomery County, AL"
17995,Bronx County,NY,Clayton County,GA,67,799,799000,1718,2017,2018,inflow,Clayton County-Bronx County-NY-1718,"Bronx County, NY"
17996,Jefferson County,AL,Clayton County,GA,68,721,721000,1718,2017,2018,inflow,Clayton County-Jefferson County-AL-1718,"Jefferson County, AL"
17997,Cherokee County,GA,Clayton County,GA,71,1212,1212000,1718,2017,2018,inflow,Clayton County-Cherokee County-GA-1718,"Cherokee County, GA"
17998,Philadelphia County,PA,Clayton County,GA,64,1241,1241000,1718,2017,2018,inflow,Clayton County-Philadelphia County-PA-1718,"Philadelphia County, PA"
17999,Dallas County,TX,Clayton County,GA,60,836,836000,1718,2017,2018,inflow,Clayton County-Dallas County-TX-1718,"Dallas County, TX"
18000,San Diego County,CA,Clayton County,GA,48,1056,1056000,1718,2017,2018,inflow,Clayton County-San Diego County-CA-1718,"San Diego County, CA"
18001,Lowndes County,GA,Clayton County,GA,60,566,566000,1718,2017,2018,inflow,Clayton County-Lowndes County-GA-1718,"Lowndes County, GA"
18002,Prince George's County,MD,Clayton County,GA,44,824,824000,1718,2017,2018,inflow,Clayton County-Prince George's County-MD-1718,"Prince George's County, MD"
18003,New York County,NY,Clayton County,GA,46,790,790000,1718,2017,2018,inflow,Clayton County-New York County-NY-1718,"New York County, NY"
18004,Clark County,NV,Clayton County,GA,60,583,583000,1718,2017,2018,inflow,Clayton County-Clark County-NV-1718,"Clark County, NV"
18005,Nassau County,NY,Clayton County,GA,64,1073,1073000,1718,2017,2018,inflow,Clayton County-Nassau County-NY-1718,"Nassau County, NY"
18006,Marion County,IN,Clayton County,GA,52,649,649000,1718,2017,2018,inflow,Clayton County-Marion County-IN-1718,"Marion County, IN"
18007,Cuyahoga County,OH,Clayton County,GA,50,456,456000,1718,2017,2018,inflow,Clayton County-Cuyahoga County-OH-1718,"Cuyahoga County, OH"
18008,Franklin County,OH,Clayton County,GA,68,620,620000,1718,2017,2018,inflow,Clayton County-Franklin County-OH-1718,"Franklin County, OH"
18009,Travis County,TX,Clayton County,GA,45,467,467000,1718,2017,2018,inflow,Clayton County-Travis County-TX-1718,"Travis County, TX"
18010,Wake County,NC,Clayton County,GA,47,562,562000,1718,2017,2018,inflow,Clayton County-Wake County-NC-1718,"Wake County, NC"
18011,Tarrant County,TX,Clayton County,GA,39,429,429000,1718,2017,2018,inflow,Clayton County-Tarrant County-TX-1718,"Tarrant County, TX"
18012,Cumberland County,NC,Clayton County,GA,43,626,626000,1718,2017,2018,inflow,Clayton County-Cumberland County-NC-1718,"Cumberland County, NC"
18013,Orleans Parish,LA,Clayton County,GA,49,458,458000,1718,2017,2018,inflow,Clayton County-Orleans Parish-LA-1718,"Orleans Parish, LA"
18014,Baltimore city,MD,Clayton County,GA,38,564,564000,1718,2017,2018,inflow,Clayton County-Baltimore city-MD-1718,"Baltimore city, MD"
18015,Guilford County,NC,Clayton County,GA,40,631,631000,1718,2017,2018,inflow,Clayton County-Guilford County-NC-1718,"Guilford County, NC"
18016,Bell County,TX,Clayton County,GA,42,434,434000,1718,2017,2018,inflow,Clayton County-Bell County-TX-1718,"Bell County, TX"
18017,Davidson County,TN,Clayton County,GA,27,657,657000,1718,2017,2018,inflow,Clayton County-Davidson County-TN-1718,"Davidson County, TN"
18036,Cobb County Total Migration-US and Foreign,GA,Cobb County,GA,50680,1741479,1741479000,1718,2017,2018,inflow,Cobb County total migration-1718,"Cobb County Total Migration-US and Foreign, GA"
18042,Fulton County,GA,Cobb County,GA,9292,388957,388957000,1718,2017,2018,inflow,Cobb County-Fulton County-GA-1718,"Fulton County, GA"
18043,DeKalb County,GA,Cobb County,GA,3629,134992,134992000,1718,2017,2018,inflow,Cobb County-DeKalb County-GA-1718,"DeKalb County, GA"
18044,Cherokee County,GA,Cobb County,GA,3074,101314,101314000,1718,2017,2018,inflow,Cobb County-Cherokee County-GA-1718,"Cherokee County, GA"
18045,Gwinnett County,GA,Cobb County,GA,2422,76200,76200000,1718,2017,2018,inflow,Cobb County-Gwinnett County-GA-1718,"Gwinnett County, GA"
18046,Paulding County,GA,Cobb County,GA,2899,77307,77307000,1718,2017,2018,inflow,Cobb County-Paulding County-GA-1718,"Paulding County, GA"
18047,Douglas County,GA,Cobb County,GA,1975,38316,38316000,1718,2017,2018,inflow,Cobb County-Douglas County-GA-1718,"Douglas County, GA"
18048,Clayton County,GA,Cobb County,GA,897,17443,17443000,1718,2017,2018,inflow,Cobb County-Clayton County-GA-1718,"Clayton County, GA"
18049,Bartow County,GA,Cobb County,GA,712,15675,15675000,1718,2017,2018,inflow,Cobb County-Bartow County-GA-1718,"Bartow County, GA"
18050,Henry County,GA,Cobb County,GA,515,15493,15493000,1718,2017,2018,inflow,Cobb County-Henry County-GA-1718,"Henry County, GA"
18051,Broward County,FL,Cobb County,GA,521,14195,14195000,1718,2017,2018,inflow,Cobb County-Broward County-FL-1718,"Broward County, FL"
18052,Forsyth County,GA,Cobb County,GA,466,18088,18088000,1718,2017,2018,inflow,Cobb County-Forsyth County-GA-1718,"Forsyth County, GA"
18053,Cook County,IL,Cobb County,GA,455,14532,14532000,1718,2017,2018,inflow,Cobb County-Cook County-IL-1718,"Cook County, IL"
18054,Los Angeles County,CA,Cobb County,GA,402,16630,16630000,1718,2017,2018,inflow,Cobb County-Los Angeles County-CA-1718,"Los Angeles County, CA"
18055,Miami-Dade County,FL,Cobb County,GA,365,9130,9130000,1718,2017,2018,inflow,Cobb County-Miami-Dade County-FL-1718,"Miami-Dade County, FL"
18056,Carroll County,GA,Cobb County,GA,301,7212,7212000,1718,2017,2018,inflow,Cobb County-Carroll County-GA-1718,"Carroll County, GA"
18057,Orange County,FL,Cobb County,GA,310,7969,7969000,1718,2017,2018,inflow,Cobb County-Orange County-FL-1718,"Orange County, FL"
18058,Fayette County,GA,Cobb County,GA,267,16222,16222000,1718,2017,2018,inflow,Cobb County-Fayette County-GA-1718,"Fayette County, GA"
18059,Mecklenburg County,NC,Cobb County,GA,276,9861,9861000,1718,2017,2018,inflow,Cobb County-Mecklenburg County-NC-1718,"Mecklenburg County, NC"
18060,Harris County,TX,Cobb County,GA,312,11439,11439000,1718,2017,2018,inflow,Cobb County-Harris County-TX-1718,"Harris County, TX"
18061,Chatham County,GA,Cobb County,GA,242,8174,8174000,1718,2017,2018,inflow,Cobb County-Chatham County-GA-1718,"Chatham County, GA"
18062,Duval County,FL,Cobb County,GA,238,14935,14935000,1718,2017,2018,inflow,Cobb County-Duval County-FL-1718,"Duval County, FL"
18063,Coweta County,GA,Cobb County,GA,223,9111,9111000,1718,2017,2018,inflow,Cobb County-Coweta County-GA-1718,"Coweta County, GA"
18064,Palm Beach County,FL,Cobb County,GA,243,7235,7235000,1718,2017,2018,inflow,Cobb County-Palm Beach County-FL-1718,"Palm Beach County, FL"
18065,Hillsborough County,FL,Cobb County,GA,212,5689,5689000,1718,2017,2018,inflow,Cobb County-Hillsborough County-FL-1718,"Hillsborough County, FL"
18066,Hall County,GA,Cobb County,GA,192,5212,5212000,1718,2017,2018,inflow,Cobb County-Hall County-GA-1718,"Hall County, GA"
18067,Jefferson County,AL,Cobb County,GA,203,5504,5504000,1718,2017,2018,inflow,Cobb County-Jefferson County-AL-1718,"Jefferson County, AL"
18068,Clarke County,GA,Cobb County,GA,154,4504,4504000,1718,2017,2018,inflow,Cobb County-Clarke County-GA-1718,"Clarke County, GA"
18069,Muscogee County,GA,Cobb County,GA,179,4099,4099000,1718,2017,2018,inflow,Cobb County-Muscogee County-GA-1718,"Muscogee County, GA"
18070,Rockdale County,GA,Cobb County,GA,178,4433,4433000,1718,2017,2018,inflow,Cobb County-Rockdale County-GA-1718,"Rockdale County, GA"
18071,Maricopa County,AZ,Cobb County,GA,191,7007,7007000,1718,2017,2018,inflow,Cobb County-Maricopa County-AZ-1718,"Maricopa County, AZ"
18072,Kings County,NY,Cobb County,GA,181,4463,4463000,1718,2017,2018,inflow,Cobb County-Kings County-NY-1718,"Kings County, NY"
18073,Richmond County,GA,Cobb County,GA,156,4091,4091000,1718,2017,2018,inflow,Cobb County-Richmond County-GA-1718,"Richmond County, GA"
18074,Wake County,NC,Cobb County,GA,204,6798,6798000,1718,2017,2018,inflow,Cobb County-Wake County-NC-1718,"Wake County, NC"
18075,Shelby County,TN,Cobb County,GA,183,6773,6773000,1718,2017,2018,inflow,Cobb County-Shelby County-TN-1718,"Shelby County, TN"
18076,Dallas County,TX,Cobb County,GA,163,5470,5470000,1718,2017,2018,inflow,Cobb County-Dallas County-TX-1718,"Dallas County, TX"
18077,Bibb County,GA,Cobb County,GA,164,5148,5148000,1718,2017,2018,inflow,Cobb County-Bibb County-GA-1718,"Bibb County, GA"
18078,Queens County,NY,Cobb County,GA,174,3827,3827000,1718,2017,2018,inflow,Cobb County-Queens County-NY-1718,"Queens County, NY"
18079,Floyd County,GA,Cobb County,GA,156,4098,4098000,1718,2017,2018,inflow,Cobb County-Floyd County-GA-1718,"Floyd County, GA"
18080,Hamilton County,TN,Cobb County,GA,155,7178,7178000,1718,2017,2018,inflow,Cobb County-Hamilton County-TN-1718,"Hamilton County, TN"
18081,San Diego County,CA,Cobb County,GA,143,5284,5284000,1718,2017,2018,inflow,Cobb County-San Diego County-CA-1718,"San Diego County, CA"
18082,New York County,NY,Cobb County,GA,127,6605,6605000,1718,2017,2018,inflow,Cobb County-New York County-NY-1718,"New York County, NY"
18083,Pinellas County,FL,Cobb County,GA,122,5543,5543000,1718,2017,2018,inflow,Cobb County-Pinellas County-FL-1718,"Pinellas County, FL"
18084,Davidson County,TN,Cobb County,GA,121,4266,4266000,1718,2017,2018,inflow,Cobb County-Davidson County-TN-1718,"Davidson County, TN"
18085,Newton County,GA,Cobb County,GA,142,3114,3114000,1718,2017,2018,inflow,Cobb County-Newton County-GA-1718,"Newton County, GA"
18086,Wayne County,MI,Cobb County,GA,138,4591,4591000,1718,2017,2018,inflow,Cobb County-Wayne County-MI-1718,"Wayne County, MI"
18087,Houston County,GA,Cobb County,GA,125,4103,4103000,1718,2017,2018,inflow,Cobb County-Houston County-GA-1718,"Houston County, GA"
18088,Travis County,TX,Cobb County,GA,134,4486,4486000,1718,2017,2018,inflow,Cobb County-Travis County-TX-1718,"Travis County, TX"
18089,Montgomery County,AL,Cobb County,GA,126,3310,3310000,1718,2017,2018,inflow,Cobb County-Montgomery County-AL-1718,"Montgomery County, AL"
18090,Orange County,CA,Cobb County,GA,154,5096,5096000,1718,2017,2018,inflow,Cobb County-Orange County-CA-1718,"Orange County, CA"
18091,Essex County,NJ,Cobb County,GA,141,3423,3423000,1718,2017,2018,inflow,Cobb County-Essex County-NJ-1718,"Essex County, NJ"
18092,Leon County,FL,Cobb County,GA,105,4329,4329000,1718,2017,2018,inflow,Cobb County-Leon County-FL-1718,"Leon County, FL"
18093,Prince George's County,MD,Cobb County,GA,108,3158,3158000,1718,2017,2018,inflow,Cobb County-Prince George's County-MD-1718,"Prince George's County, MD"
18094,Fairfax County,VA,Cobb County,GA,126,6564,6564000,1718,2017,2018,inflow,Cobb County-Fairfax County-VA-1718,"Fairfax County, VA"
18095,Greenville County,SC,Cobb County,GA,99,3486,3486000,1718,2017,2018,inflow,Cobb County-Greenville County-SC-1718,"Greenville County, SC"
18096,Bronx County,NY,Cobb County,GA,115,2388,2388000,1718,2017,2018,inflow,Cobb County-Bronx County-NY-1718,"Bronx County, NY"
18097,Lee County,FL,Cobb County,GA,106,3473,3473000,1718,2017,2018,inflow,Cobb County-Lee County-FL-1718,"Lee County, FL"
18098,Clark County,NV,Cobb County,GA,115,3565,3565000,1718,2017,2018,inflow,Cobb County-Clark County-NV-1718,"Clark County, NV"
18099,King County,WA,Cobb County,GA,115,6438,6438000,1718,2017,2018,inflow,Cobb County-King County-WA-1718,"King County, WA"
18100,Cuyahoga County,OH,Cobb County,GA,116,2891,2891000,1718,2017,2018,inflow,Cobb County-Cuyahoga County-OH-1718,"Cuyahoga County, OH"
18101,Bexar County,TX,Cobb County,GA,117,3302,3302000,1718,2017,2018,inflow,Cobb County-Bexar County-TX-1718,"Bexar County, TX"
18102,Tarrant County,TX,Cobb County,GA,118,3834,3834000,1718,2017,2018,inflow,Cobb County-Tarrant County-TX-1718,"Tarrant County, TX"
18103,Philadelphia County,PA,Cobb County,GA,87,2545,2545000,1718,2017,2018,inflow,Cobb County-Philadelphia County-PA-1718,"Philadelphia County, PA"
18104,Montgomery County,MD,Cobb County,GA,105,3828,3828000,1718,2017,2018,inflow,Cobb County-Montgomery County-MD-1718,"Montgomery County, MD"
18105,Nassau County,NY,Cobb County,GA,111,4385,4385000,1718,2017,2018,inflow,Cobb County-Nassau County-NY-1718,"Nassau County, NY"
18106,Suffolk County,NY,Cobb County,GA,99,3798,3798000,1718,2017,2018,inflow,Cobb County-Suffolk County-NY-1718,"Suffolk County, NY"
18107,Bay County,FL,Cobb County,GA,82,4066,4066000,1718,2017,2018,inflow,Cobb County-Bay County-FL-1718,"Bay County, FL"
18108,Middlesex County,MA,Cobb County,GA,92,4976,4976000,1718,2017,2018,inflow,Cobb County-Middlesex County-MA-1718,"Middlesex County, MA"
18109,Seminole County,FL,Cobb County,GA,92,2433,2433000,1718,2017,2018,inflow,Cobb County-Seminole County-FL-1718,"Seminole County, FL"
18110,Columbia County,GA,Cobb County,GA,102,4103,4103000,1718,2017,2018,inflow,Cobb County-Columbia County-GA-1718,"Columbia County, GA"
18111,Volusia County,FL,Cobb County,GA,103,1739,1739000,1718,2017,2018,inflow,Cobb County-Volusia County-FL-1718,"Volusia County, FL"
18112,Richland County,SC,Cobb County,GA,98,3304,3304000,1718,2017,2018,inflow,Cobb County-Richland County-SC-1718,"Richland County, SC"
18113,Dougherty County,GA,Cobb County,GA,83,1804,1804000,1718,2017,2018,inflow,Cobb County-Dougherty County-GA-1718,"Dougherty County, GA"
18114,Franklin County,OH,Cobb County,GA,86,2377,2377000,1718,2017,2018,inflow,Cobb County-Franklin County-OH-1718,"Franklin County, OH"
18115,Charleston County,SC,Cobb County,GA,79,2289,2289000,1718,2017,2018,inflow,Cobb County-Charleston County-SC-1718,"Charleston County, SC"
18116,Alameda County,CA,Cobb County,GA,90,4259,4259000,1718,2017,2018,inflow,Cobb County-Alameda County-CA-1718,"Alameda County, CA"
18117,Santa Clara County,CA,Cobb County,GA,90,6075,6075000,1718,2017,2018,inflow,Cobb County-Santa Clara County-CA-1718,"Santa Clara County, CA"
18118,Brevard County,FL,Cobb County,GA,81,2153,2153000,1718,2017,2018,inflow,Cobb County-Brevard County-FL-1718,"Brevard County, FL"
18119,Riverside County,CA,Cobb County,GA,96,3116,3116000,1718,2017,2018,inflow,Cobb County-Riverside County-CA-1718,"Riverside County, CA"
18120,Lowndes County,GA,Cobb County,GA,70,1413,1413000,1718,2017,2018,inflow,Cobb County-Lowndes County-GA-1718,"Lowndes County, GA"
18121,Jefferson County,KY,Cobb County,GA,89,4153,4153000,1718,2017,2018,inflow,Cobb County-Jefferson County-KY-1718,"Jefferson County, KY"
18122,Guilford County,NC,Cobb County,GA,82,2012,2012000,1718,2017,2018,inflow,Cobb County-Guilford County-NC-1718,"Guilford County, NC"
18123,Mobile County,AL,Cobb County,GA,72,1732,1732000,1718,2017,2018,inflow,Cobb County-Mobile County-AL-1718,"Mobile County, AL"
18124,Fairfield County,CT,Cobb County,GA,92,4671,4671000,1718,2017,2018,inflow,Cobb County-Fairfield County-CT-1718,"Fairfield County, CT"
18125,Marion County,IN,Cobb County,GA,93,2074,2074000,1718,2017,2018,inflow,Cobb County-Marion County-IN-1718,"Marion County, IN"
18126,St. Louis County,MO,Cobb County,GA,87,2225,2225000,1718,2017,2018,inflow,Cobb County-St. Louis County-MO-1718,"St. Louis County, MO"
18127,Hartford County,CT,Cobb County,GA,89,3133,3133000,1718,2017,2018,inflow,Cobb County-Hartford County-CT-1718,"Hartford County, CT"
