,y1_countyname,y1_state,y2_countyname,y2_state,n2_inflow,agi_perThou_inflow,agi_inflow,yr_range,year1,year2,mig_direction1,unique_tag,secondary_county
377330,Cuyahoga County,OH,Cobb County,GA,107,2823,2823000,2021,2020,2021,inflow,Cobb County-Cuyahoga County-OH-2021,"Cuyahoga County, OH"
377331,Madison County,AL,Cobb County,GA,75,3959,3959000,2021,2020,2021,inflow,Cobb County-Madison County-AL-2021,"Madison County, AL"
377332,Marion County,IN,Cobb County,GA,104,2696,2696000,2021,2020,2021,inflow,Cobb County-Marion County-IN-2021,"Marion County, IN"
377333,Hamilton County,OH,Cobb County,GA,73,2532,2532000,2021,2020,2021,inflow,Cobb County-Hamilton County-OH-2021,"Hamilton County, OH"
377334,Santa Clara County,CA,Cobb County,GA,85,9552,9552000,2021,2020,2021,inflow,Cobb County-Santa Clara County-CA-2021,"Santa Clara County, CA"
377335,Fairfield County,CT,Cobb County,GA,92,5538,5538000,2021,2020,2021,inflow,Cobb County-Fairfield County-CT-2021,"Fairfield County, CT"
377336,Columbia County,GA,Cobb County,GA,90,3400,3400000,2021,2020,2021,inflow,Cobb County-Columbia County-GA-2021,"Columbia County, GA"
377337,Middlesex County,MA,Cobb County,GA,117,4356,4356000,2021,2020,2021,inflow,Cobb County-Middlesex County-MA-2021,"Middlesex County, MA"
377338,Hudson County,NJ,Cobb County,GA,87,4308,4308000,2021,2020,2021,inflow,Cobb County-Hudson County-NJ-2021,"Hudson County, NJ"
377339,Richland County,SC,Cobb County,GA,80,3436,3436000,2021,2020,2021,inflow,Cobb County-Richland County-SC-2021,"Richland County, SC"
377340,Brevard County,FL,Cobb County,GA,79,2832,2832000,2021,2020,2021,inflow,Cobb County-Brevard County-FL-2021,"Brevard County, FL"
377341,Oakland County,MI,Cobb County,GA,91,4009,4009000,2021,2020,2021,inflow,Cobb County-Oakland County-MI-2021,"Oakland County, MI"
377342,Montgomery County,AL,Cobb County,GA,82,2367,2367000,2021,2020,2021,inflow,Cobb County-Montgomery County-AL-2021,"Montgomery County, AL"
377343,Seminole County,FL,Cobb County,GA,81,3149,3149000,2021,2020,2021,inflow,Cobb County-Seminole County-FL-2021,"Seminole County, FL"
377344,Suffolk County,NY,Cobb County,GA,84,2701,2701000,2021,2020,2021,inflow,Cobb County-Suffolk County-NY-2021,"Suffolk County, NY"
377345,Allegheny County,PA,Cobb County,GA,72,3155,3155000,2021,2020,2021,inflow,Cobb County-Allegheny County-PA-2021,"Allegheny County, PA"
377346,Collin County,TX,Cobb County,GA,94,5092,5092000,2021,2020,2021,inflow,Cobb County-Collin County-TX-2021,"Collin County, TX"
377348,New Haven County,CT,Cobb County,GA,92,2656,2656000,2021,2020,2021,inflow,Cobb County-New Haven County-CT-2021,"New Haven County, CT"
377349,Hennepin County,MN,Cobb County,GA,83,4804,4804000,2021,2020,2021,inflow,Cobb County-Hennepin County-MN-2021,"Hennepin County, MN"
377350,Baltimore County,MD,Cobb County,GA,80,2500,2500000,2021,2020,2021,inflow,Cobb County-Baltimore County-MD-2021,"Baltimore County, MD"
377351,San Bernardino County,CA,Cobb County,GA,78,2186,2186000,2021,2020,2021,inflow,Cobb County-San Bernardino County-CA-2021,"San Bernardino County, CA"
377352,Barrow County,GA,Cobb County,GA,66,1300,1300000,2021,2020,2021,inflow,Cobb County-Barrow County-GA-2021,"Barrow County, GA"
377353,Whitfield County,GA,Cobb County,GA,72,1944,1944000,2021,2020,2021,inflow,Cobb County-Whitfield County-GA-2021,"Whitfield County, GA"
377354,Guilford County,NC,Cobb County,GA,62,2184,2184000,2021,2020,2021,inflow,Cobb County-Guilford County-NC-2021,"Guilford County, NC"
377355,Knox County,TN,Cobb County,GA,66,2444,2444000,2021,2020,2021,inflow,Cobb County-Knox County-TN-2021,"Knox County, TN"
377356,Volusia County,FL,Cobb County,GA,70,1890,1890000,2021,2020,2021,inflow,Cobb County-Volusia County-FL-2021,"Volusia County, FL"
377357,Polk County,GA,Cobb County,GA,66,1833,1833000,2021,2020,2021,inflow,Cobb County-Polk County-GA-2021,"Polk County, GA"
377358,Cumberland County,NC,Cobb County,GA,72,1448,1448000,2021,2020,2021,inflow,Cobb County-Cumberland County-NC-2021,"Cumberland County, NC"
377359,Mobile County,AL,Cobb County,GA,87,1136,1136000,2021,2020,2021,inflow,Cobb County-Mobile County-AL-2021,"Mobile County, AL"
377360,New Castle County,DE,Cobb County,GA,71,1948,1948000,2021,2020,2021,inflow,Cobb County-New Castle County-DE-2021,"New Castle County, DE"
377361,Dougherty County,GA,Cobb County,GA,59,1444,1444000,2021,2020,2021,inflow,Cobb County-Dougherty County-GA-2021,"Dougherty County, GA"
377362,Gordon County,GA,Cobb County,GA,63,2267,2267000,2021,2020,2021,inflow,Cobb County-Gordon County-GA-2021,"Gordon County, GA"
377363,Orleans Parish,LA,Cobb County,GA,72,1866,1866000,2021,2020,2021,inflow,Cobb County-Orleans Parish-LA-2021,"Orleans Parish, LA"
377364,Middlesex County,NJ,Cobb County,GA,86,3899,3899000,2021,2020,2021,inflow,Cobb County-Middlesex County-NJ-2021,"Middlesex County, NJ"
377365,Bexar County,TX,Cobb County,GA,67,2769,2769000,2021,2020,2021,inflow,Cobb County-Bexar County-TX-2021,"Bexar County, TX"
377366,Virginia Beach city,VA,Cobb County,GA,84,4854,4854000,2021,2020,2021,inflow,Cobb County-Virginia Beach city-VA-2021,"Virginia Beach city, VA"
377367,Jackson County,GA,Cobb County,GA,55,1452,1452000,2021,2020,2021,inflow,Cobb County-Jackson County-GA-2021,"Jackson County, GA"
377368,Denton County,TX,Cobb County,GA,84,3128,3128000,2021,2020,2021,inflow,Cobb County-Denton County-TX-2021,"Denton County, TX"
377369,Shelby County,AL,Cobb County,GA,56,2322,2322000,2021,2020,2021,inflow,Cobb County-Shelby County-AL-2021,"Shelby County, AL"
377370,El Paso County,CO,Cobb County,GA,50,1558,1558000,2021,2020,2021,inflow,Cobb County-El Paso County-CO-2021,"El Paso County, CO"
377371,East Baton Rouge Parish,LA,Cobb County,GA,74,1473,1473000,2021,2020,2021,inflow,Cobb County-East Baton Rouge Parish-LA-2021,"East Baton Rouge Parish, LA"
377372,Suffolk County,MA,Cobb County,GA,54,2157,2157000,2021,2020,2021,inflow,Cobb County-Suffolk County-MA-2021,"Suffolk County, MA"
377373,Arapahoe County,CO,Cobb County,GA,66,2460,2460000,2021,2020,2021,inflow,Cobb County-Arapahoe County-CO-2021,"Arapahoe County, CO"
377374,Polk County,FL,Cobb County,GA,61,1399,1399000,2021,2020,2021,inflow,Cobb County-Polk County-FL-2021,"Polk County, FL"
377375,Durham County,NC,Cobb County,GA,52,1711,1711000,2021,2020,2021,inflow,Cobb County-Durham County-NC-2021,"Durham County, NC"
377376,Beaufort County,SC,Cobb County,GA,69,2585,2585000,2021,2020,2021,inflow,Cobb County-Beaufort County-SC-2021,"Beaufort County, SC"
377377,Denver County,CO,Cobb County,GA,52,2620,2620000,2021,2020,2021,inflow,Cobb County-Denver County-CO-2021,"Denver County, CO"
377378,Alachua County,FL,Cobb County,GA,51,1539,1539000,2021,2020,2021,inflow,Cobb County-Alachua County-FL-2021,"Alachua County, FL"
377379,Lee County,AL,Cobb County,GA,52,1880,1880000,2021,2020,2021,inflow,Cobb County-Lee County-AL-2021,"Lee County, AL"
377380,Tuscaloosa County,AL,Cobb County,GA,42,1062,1062000,2021,2020,2021,inflow,Cobb County-Tuscaloosa County-AL-2021,"Tuscaloosa County, AL"
377381,Lake County,FL,Cobb County,GA,54,1435,1435000,2021,2020,2021,inflow,Cobb County-Lake County-FL-2021,"Lake County, FL"
377382,Westchester County,NY,Cobb County,GA,66,4037,4037000,2021,2020,2021,inflow,Cobb County-Westchester County-NY-2021,"Westchester County, NY"
377383,San Francisco County,CA,Cobb County,GA,43,5283,5283000,2021,2020,2021,inflow,Cobb County-San Francisco County-CA-2021,"San Francisco County, CA"
377384,Hartford County,CT,Cobb County,GA,58,2481,2481000,2021,2020,2021,inflow,Cobb County-Hartford County-CT-2021,"Hartford County, CT"
377385,Escambia County,FL,Cobb County,GA,54,1688,1688000,2021,2020,2021,inflow,Cobb County-Escambia County-FL-2021,"Escambia County, FL"
377386,Pasco County,FL,Cobb County,GA,69,2021,2021000,2021,2020,2021,inflow,Cobb County-Pasco County-FL-2021,"Pasco County, FL"
377387,Honolulu County,HI,Cobb County,GA,72,2395,2395000,2021,2020,2021,inflow,Cobb County-Honolulu County-HI-2021,"Honolulu County, HI"
377388,Sarasota County,FL,Cobb County,GA,55,1352,1352000,2021,2020,2021,inflow,Cobb County-Sarasota County-FL-2021,"Sarasota County, FL"
377389,Monroe County,NY,Cobb County,GA,55,1419,1419000,2021,2020,2021,inflow,Cobb County-Monroe County-NY-2021,"Monroe County, NY"
377390,Montgomery County,PA,Cobb County,GA,56,2093,2093000,2021,2020,2021,inflow,Cobb County-Montgomery County-PA-2021,"Montgomery County, PA"
377391,Contra Costa County,CA,Cobb County,GA,57,4193,4193000,2021,2020,2021,inflow,Cobb County-Contra Costa County-CA-2021,"Contra Costa County, CA"
377392,Glynn County,GA,Cobb County,GA,49,1672,1672000,2021,2020,2021,inflow,Cobb County-Glynn County-GA-2021,"Glynn County, GA"
377393,Hinds County,MS,Cobb County,GA,52,1056,1056000,2021,2020,2021,inflow,Cobb County-Hinds County-MS-2021,"Hinds County, MS"
377394,Norfolk city,VA,Cobb County,GA,44,1706,1706000,2021,2020,2021,inflow,Cobb County-Norfolk city-VA-2021,"Norfolk city, VA"
377395,Osceola County,FL,Cobb County,GA,50,1511,1511000,2021,2020,2021,inflow,Cobb County-Osceola County-FL-2021,"Osceola County, FL"
377396,Baltimore city,MD,Cobb County,GA,48,898,898000,2021,2020,2021,inflow,Cobb County-Baltimore city-MD-2021,"Baltimore city, MD"
377397,Fort Bend County,TX,Cobb County,GA,72,3570,3570000,2021,2020,2021,inflow,Cobb County-Fort Bend County-TX-2021,"Fort Bend County, TX"
377398,Salt Lake County,UT,Cobb County,GA,52,2790,2790000,2021,2020,2021,inflow,Cobb County-Salt Lake County-UT-2021,"Salt Lake County, UT"
377399,Sacramento County,CA,Cobb County,GA,55,1449,1449000,2021,2020,2021,inflow,Cobb County-Sacramento County-CA-2021,"Sacramento County, CA"
377400,Bay County,FL,Cobb County,GA,46,1403,1403000,2021,2020,2021,inflow,Cobb County-Bay County-FL-2021,"Bay County, FL"
377401,Troup County,GA,Cobb County,GA,37,1453,1453000,2021,2020,2021,inflow,Cobb County-Troup County-GA-2021,"Troup County, GA"
377402,DuPage County,IL,Cobb County,GA,51,2720,2720000,2021,2020,2021,inflow,Cobb County-DuPage County-IL-2021,"DuPage County, IL"
377403,Erie County,NY,Cobb County,GA,47,1561,1561000,2021,2020,2021,inflow,Cobb County-Erie County-NY-2021,"Erie County, NY"
377404,Forsyth County,NC,Cobb County,GA,43,1316,1316000,2021,2020,2021,inflow,Cobb County-Forsyth County-NC-2021,"Forsyth County, NC"
377405,Onslow County,NC,Cobb County,GA,46,908,908000,2021,2020,2021,inflow,Cobb County-Onslow County-NC-2021,"Onslow County, NC"
377406,Bulloch County,GA,Cobb County,GA,35,945,945000,2021,2020,2021,inflow,Cobb County-Bulloch County-GA-2021,"Bulloch County, GA"
377407,Spalding County,GA,Cobb County,GA,37,753,753000,2021,2020,2021,inflow,Cobb County-Spalding County-GA-2021,"Spalding County, GA"
377408,Lake County,IL,Cobb County,GA,60,3386,3386000,2021,2020,2021,inflow,Cobb County-Lake County-IL-2021,"Lake County, IL"
377409,Union County,NJ,Cobb County,GA,43,1594,1594000,2021,2020,2021,inflow,Cobb County-Union County-NJ-2021,"Union County, NJ"
377410,Onondaga County,NY,Cobb County,GA,56,1119,1119000,2021,2020,2021,inflow,Cobb County-Onondaga County-NY-2021,"Onondaga County, NY"
377411,Okaloosa County,FL,Cobb County,GA,45,1715,1715000,2021,2020,2021,inflow,Cobb County-Okaloosa County-FL-2021,"Okaloosa County, FL"
377412,Gilmer County,GA,Cobb County,GA,38,1710,1710000,2021,2020,2021,inflow,Cobb County-Gilmer County-GA-2021,"Gilmer County, GA"
377413,Summit County,OH,Cobb County,GA,47,1159,1159000,2021,2020,2021,inflow,Cobb County-Summit County-OH-2021,"Summit County, OH"
377414,Oklahoma County,OK,Cobb County,GA,47,133,133000,2021,2020,2021,inflow,Cobb County-Oklahoma County-OK-2021,"Oklahoma County, OK"
377415,Will County,IL,Cobb County,GA,47,2031,2031000,2021,2020,2021,inflow,Cobb County-Will County-IL-2021,"Will County, IL"
377416,Richmond city,VA,Cobb County,GA,32,1360,1360000,2021,2020,2021,inflow,Cobb County-Richmond city-VA-2021,"Richmond city, VA"
377417,Calhoun County,AL,Cobb County,GA,36,1149,1149000,2021,2020,2021,inflow,Cobb County-Calhoun County-AL-2021,"Calhoun County, AL"
377418,Jefferson County,CO,Cobb County,GA,46,1379,1379000,2021,2020,2021,inflow,Cobb County-Jefferson County-CO-2021,"Jefferson County, CO"
377419,Lake County,IN,Cobb County,GA,51,824,824000,2021,2020,2021,inflow,Cobb County-Lake County-IN-2021,"Lake County, IN"
377420,St. Louis city,MO,Cobb County,GA,38,1320,1320000,2021,2020,2021,inflow,Cobb County-St. Louis city-MO-2021,"St. Louis city, MO"
377421,Buncombe County,NC,Cobb County,GA,36,1264,1264000,2021,2020,2021,inflow,Cobb County-Buncombe County-NC-2021,"Buncombe County, NC"
377422,Rutherford County,TN,Cobb County,GA,46,1054,1054000,2021,2020,2021,inflow,Cobb County-Rutherford County-TN-2021,"Rutherford County, TN"
377423,Arlington County,VA,Cobb County,GA,29,3071,3071000,2021,2020,2021,inflow,Cobb County-Arlington County-VA-2021,"Arlington County, VA"
377424,Clay County,FL,Cobb County,GA,45,2679,2679000,2021,2020,2021,inflow,Cobb County-Clay County-FL-2021,"Clay County, FL"
377425,Manatee County,FL,Cobb County,GA,36,1564,1564000,2021,2020,2021,inflow,Cobb County-Manatee County-FL-2021,"Manatee County, FL"
377426,Haralson County,GA,Cobb County,GA,35,1029,1029000,2021,2020,2021,inflow,Cobb County-Haralson County-GA-2021,"Haralson County, GA"
377427,Morris County,NJ,Cobb County,GA,49,3995,3995000,2021,2020,2021,inflow,Cobb County-Morris County-NJ-2021,"Morris County, NJ"
377428,Multnomah County,OR,Cobb County,GA,37,2119,2119000,2021,2020,2021,inflow,Cobb County-Multnomah County-OR-2021,"Multnomah County, OR"
377429,Montgomery County,TN,Cobb County,GA,44,1054,1054000,2021,2020,2021,inflow,Cobb County-Montgomery County-TN-2021,"Montgomery County, TN"
377430,Williamson County,TN,Cobb County,GA,49,3268,3268000,2021,2020,2021,inflow,Cobb County-Williamson County-TN-2021,"Williamson County, TN"
377431,Loudoun County,VA,Cobb County,GA,41,2216,2216000,2021,2020,2021,inflow,Cobb County-Loudoun County-VA-2021,"Loudoun County, VA"
377432,Prince William County,VA,Cobb County,GA,38,2242,2242000,2021,2020,2021,inflow,Cobb County-Prince William County-VA-2021,"Prince William County, VA"
377433,Pierce County,WA,Cobb County,GA,39,884,884000,2021,2020,2021,inflow,Cobb County-Pierce County-WA-2021,"Pierce County, WA"
377434,Marion County,FL,Cobb County,GA,37,1218,1218000,2021,2020,2021,inflow,Cobb County-Marion County-FL-2021,"Marion County, FL"
377435,Norfolk County,MA,Cobb County,GA,36,1690,1690000,2021,2020,2021,inflow,Cobb County-Norfolk County-MA-2021,"Norfolk County, MA"
377436,Macomb County,MI,Cobb County,GA,29,1255,1255000,2021,2020,2021,inflow,Cobb County-Macomb County-MI-2021,"Macomb County, MI"
377437,Baldwin County,AL,Cobb County,GA,37,861,861000,2021,2020,2021,inflow,Cobb County-Baldwin County-AL-2021,"Baldwin County, AL"
377438,Pulaski County,AR,Cobb County,GA,31,1069,1069000,2021,2020,2021,inflow,Cobb County-Pulaski County-AR-2021,"Pulaski County, AR"
377439,San Mateo County,CA,Cobb County,GA,38,2404,2404000,2021,2020,2021,inflow,Cobb County-San Mateo County-CA-2021,"San Mateo County, CA"
377440,Catoosa County,GA,Cobb County,GA,35,979,979000,2021,2020,2021,inflow,Cobb County-Catoosa County-GA-2021,"Catoosa County, GA"
377441,Anne Arundel County,MD,Cobb County,GA,46,2266,2266000,2021,2020,2021,inflow,Cobb County-Anne Arundel County-MD-2021,"Anne Arundel County, MD"
377442,Harrison County,MS,Cobb County,GA,29,1718,1718000,2021,2020,2021,inflow,Cobb County-Harrison County-MS-2021,"Harrison County, MS"
377443,Bernalillo County,NM,Cobb County,GA,35,1331,1331000,2021,2020,2021,inflow,Cobb County-Bernalillo County-NM-2021,"Bernalillo County, NM"
377444,Butler County,OH,Cobb County,GA,31,1527,1527000,2021,2020,2021,inflow,Cobb County-Butler County-OH-2021,"Butler County, OH"
377445,Spartanburg County,SC,Cobb County,GA,52,1165,1165000,2021,2020,2021,inflow,Cobb County-Spartanburg County-SC-2021,"Spartanburg County, SC"
377446,Chesterfield County,VA,Cobb County,GA,31,1413,1413000,2021,2020,2021,inflow,Cobb County-Chesterfield County-VA-2021,"Chesterfield County, VA"
377688,DeKalb County Total Migration-US and Foreign,GA,DeKalb County,GA,54072,2067437,2067437000,2021,2020,2021,inflow,DeKalb County total migration-2021,"DeKalb County Total Migration-US and Foreign, GA"
377694,Fulton County,GA,DeKalb County,GA,14404,790850,790850000,2021,2020,2021,inflow,DeKalb County-Fulton County-GA-2021,"Fulton County, GA"
377695,Gwinnett County,GA,DeKalb County,GA,7110,187496,187496000,2021,2020,2021,inflow,DeKalb County-Gwinnett County-GA-2021,"Gwinnett County, GA"
377696,Cobb County,GA,DeKalb County,GA,2750,104858,104858000,2021,2020,2021,inflow,DeKalb County-Cobb County-GA-2021,"Cobb County, GA"
377697,Clayton County,GA,DeKalb County,GA,2787,41264,41264000,2021,2020,2021,inflow,DeKalb County-Clayton County-GA-2021,"Clayton County, GA"
377698,Rockdale County,GA,DeKalb County,GA,1233,23305,23305000,2021,2020,2021,inflow,DeKalb County-Rockdale County-GA-2021,"Rockdale County, GA"
377699,Henry County,GA,DeKalb County,GA,1087,24372,24372000,2021,2020,2021,inflow,DeKalb County-Henry County-GA-2021,"Henry County, GA"
377700,Newton County,GA,DeKalb County,GA,877,16792,16792000,2021,2020,2021,inflow,DeKalb County-Newton County-GA-2021,"Newton County, GA"
377701,Los Angeles County,CA,DeKalb County,GA,468,19689,19689000,2021,2020,2021,inflow,DeKalb County-Los Angeles County-CA-2021,"Los Angeles County, CA"
377702,Cook County,IL,DeKalb County,GA,448,23425,23425000,2021,2020,2021,inflow,DeKalb County-Cook County-IL-2021,"Cook County, IL"
377703,Kings County,NY,DeKalb County,GA,419,18005,18005000,2021,2020,2021,inflow,DeKalb County-Kings County-NY-2021,"Kings County, NY"
377704,Broward County,FL,DeKalb County,GA,382,10276,10276000,2021,2020,2021,inflow,DeKalb County-Broward County-FL-2021,"Broward County, FL"
377705,Forsyth County,GA,DeKalb County,GA,353,17293,17293000,2021,2020,2021,inflow,DeKalb County-Forsyth County-GA-2021,"Forsyth County, GA"
377706,Miami-Dade County,FL,DeKalb County,GA,367,13274,13274000,2021,2020,2021,inflow,DeKalb County-Miami-Dade County-FL-2021,"Miami-Dade County, FL"
377707,Douglas County,GA,DeKalb County,GA,367,7459,7459000,2021,2020,2021,inflow,DeKalb County-Douglas County-GA-2021,"Douglas County, GA"
377708,Cherokee County,GA,DeKalb County,GA,292,9990,9990000,2021,2020,2021,inflow,DeKalb County-Cherokee County-GA-2021,"Cherokee County, GA"
377709,Clarke County,GA,DeKalb County,GA,269,7742,7742000,2021,2020,2021,inflow,DeKalb County-Clarke County-GA-2021,"Clarke County, GA"
377710,New York County,NY,DeKalb County,GA,263,18201,18201000,2021,2020,2021,inflow,DeKalb County-New York County-NY-2021,"New York County, NY"
377711,Orange County,FL,DeKalb County,GA,294,9758,9758000,2021,2020,2021,inflow,DeKalb County-Orange County-FL-2021,"Orange County, FL"
377712,Chatham County,GA,DeKalb County,GA,237,8066,8066000,2021,2020,2021,inflow,DeKalb County-Chatham County-GA-2021,"Chatham County, GA"
377713,Mecklenburg County,NC,DeKalb County,GA,234,10959,10959000,2021,2020,2021,inflow,DeKalb County-Mecklenburg County-NC-2021,"Mecklenburg County, NC"
377714,Queens County,NY,DeKalb County,GA,239,7600,7600000,2021,2020,2021,inflow,DeKalb County-Queens County-NY-2021,"Queens County, NY"
377715,Fayette County,GA,DeKalb County,GA,226,10077,10077000,2021,2020,2021,inflow,DeKalb County-Fayette County-GA-2021,"Fayette County, GA"
377716,Harris County,TX,DeKalb County,GA,231,9126,9126000,2021,2020,2021,inflow,DeKalb County-Harris County-TX-2021,"Harris County, TX"
377717,Duval County,FL,DeKalb County,GA,215,9192,9192000,2021,2020,2021,inflow,DeKalb County-Duval County-FL-2021,"Duval County, FL"
377718,Hall County,GA,DeKalb County,GA,199,6900,6900000,2021,2020,2021,inflow,DeKalb County-Hall County-GA-2021,"Hall County, GA"
377719,Hillsborough County,FL,DeKalb County,GA,209,6711,6711000,2021,2020,2021,inflow,DeKalb County-Hillsborough County-FL-2021,"Hillsborough County, FL"
377720,Maricopa County,AZ,DeKalb County,GA,209,6631,6631000,2021,2020,2021,inflow,DeKalb County-Maricopa County-AZ-2021,"Maricopa County, AZ"
377721,Davidson County,TN,DeKalb County,GA,171,6374,6374000,2021,2020,2021,inflow,DeKalb County-Davidson County-TN-2021,"Davidson County, TN"
377722,Dallas County,TX,DeKalb County,GA,183,9450,9450000,2021,2020,2021,inflow,DeKalb County-Dallas County-TX-2021,"Dallas County, TX"
377723,Philadelphia County,PA,DeKalb County,GA,207,6598,6598000,2021,2020,2021,inflow,DeKalb County-Philadelphia County-PA-2021,"Philadelphia County, PA"
377724,Muscogee County,GA,DeKalb County,GA,182,4640,4640000,2021,2020,2021,inflow,DeKalb County-Muscogee County-GA-2021,"Muscogee County, GA"
377725,Paulding County,GA,DeKalb County,GA,180,3994,3994000,2021,2020,2021,inflow,DeKalb County-Paulding County-GA-2021,"Paulding County, GA"
377726,Richmond County,GA,DeKalb County,GA,188,4293,4293000,2021,2020,2021,inflow,DeKalb County-Richmond County-GA-2021,"Richmond County, GA"
377727,Palm Beach County,FL,DeKalb County,GA,177,5499,5499000,2021,2020,2021,inflow,DeKalb County-Palm Beach County-FL-2021,"Palm Beach County, FL"
377728,District of Columbia,DC,DeKalb County,GA,145,8362,8362000,2021,2020,2021,inflow,DeKalb County-District of Columbia-DC-2021,"District of Columbia, DC"
377729,Bibb County,GA,DeKalb County,GA,179,5552,5552000,2021,2020,2021,inflow,DeKalb County-Bibb County-GA-2021,"Bibb County, GA"
377730,Shelby County,TN,DeKalb County,GA,181,5079,5079000,2021,2020,2021,inflow,DeKalb County-Shelby County-TN-2021,"Shelby County, TN"
377731,King County,WA,DeKalb County,GA,176,19135,19135000,2021,2020,2021,inflow,DeKalb County-King County-WA-2021,"King County, WA"
377732,Walton County,GA,DeKalb County,GA,181,5465,5465000,2021,2020,2021,inflow,DeKalb County-Walton County-GA-2021,"Walton County, GA"
377733,Bronx County,NY,DeKalb County,GA,154,3942,3942000,2021,2020,2021,inflow,DeKalb County-Bronx County-NY-2021,"Bronx County, NY"
377734,Wake County,NC,DeKalb County,GA,146,5824,5824000,2021,2020,2021,inflow,DeKalb County-Wake County-NC-2021,"Wake County, NC"
377735,Coweta County,GA,DeKalb County,GA,151,4277,4277000,2021,2020,2021,inflow,DeKalb County-Coweta County-GA-2021,"Coweta County, GA"
377736,Jefferson County,AL,DeKalb County,GA,138,4465,4465000,2021,2020,2021,inflow,DeKalb County-Jefferson County-AL-2021,"Jefferson County, AL"
377737,San Diego County,CA,DeKalb County,GA,162,5718,5718000,2021,2020,2021,inflow,DeKalb County-San Diego County-CA-2021,"San Diego County, CA"
377738,Richland County,SC,DeKalb County,GA,137,3966,3966000,2021,2020,2021,inflow,DeKalb County-Richland County-SC-2021,"Richland County, SC"
377739,Middlesex County,MA,DeKalb County,GA,138,8210,8210000,2021,2020,2021,inflow,DeKalb County-Middlesex County-MA-2021,"Middlesex County, MA"
377740,Clark County,NV,DeKalb County,GA,138,3187,3187000,2021,2020,2021,inflow,DeKalb County-Clark County-NV-2021,"Clark County, NV"
377741,Pinellas County,FL,DeKalb County,GA,127,4613,4613000,2021,2020,2021,inflow,DeKalb County-Pinellas County-FL-2021,"Pinellas County, FL"
377742,Montgomery County,MD,DeKalb County,GA,112,5465,5465000,2021,2020,2021,inflow,DeKalb County-Montgomery County-MD-2021,"Montgomery County, MD"
377743,Wayne County,MI,DeKalb County,GA,135,4056,4056000,2021,2020,2021,inflow,DeKalb County-Wayne County-MI-2021,"Wayne County, MI"
377744,Suffolk County,MA,DeKalb County,GA,120,8059,8059000,2021,2020,2021,inflow,DeKalb County-Suffolk County-MA-2021,"Suffolk County, MA"
377745,Essex County,NJ,DeKalb County,GA,136,3643,3643000,2021,2020,2021,inflow,DeKalb County-Essex County-NJ-2021,"Essex County, NJ"
377746,Prince George's County,MD,DeKalb County,GA,118,4068,4068000,2021,2020,2021,inflow,DeKalb County-Prince George's County-MD-2021,"Prince George's County, MD"
377747,Travis County,TX,DeKalb County,GA,123,7841,7841000,2021,2020,2021,inflow,DeKalb County-Travis County-TX-2021,"Travis County, TX"
377748,Franklin County,OH,DeKalb County,GA,125,4605,4605000,2021,2020,2021,inflow,DeKalb County-Franklin County-OH-2021,"Franklin County, OH"
377749,Marion County,IN,DeKalb County,GA,147,3343,3343000,2021,2020,2021,inflow,DeKalb County-Marion County-IN-2021,"Marion County, IN"
377750,Alameda County,CA,DeKalb County,GA,111,6506,6506000,2021,2020,2021,inflow,DeKalb County-Alameda County-CA-2021,"Alameda County, CA"
377751,Cuyahoga County,OH,DeKalb County,GA,120,3904,3904000,2021,2020,2021,inflow,DeKalb County-Cuyahoga County-OH-2021,"Cuyahoga County, OH"
377752,Leon County,FL,DeKalb County,GA,85,2786,2786000,2021,2020,2021,inflow,DeKalb County-Leon County-FL-2021,"Leon County, FL"
377753,Fairfax County,VA,DeKalb County,GA,87,4669,4669000,2021,2020,2021,inflow,DeKalb County-Fairfax County-VA-2021,"Fairfax County, VA"
377754,Charleston County,SC,DeKalb County,GA,94,3417,3417000,2021,2020,2021,inflow,DeKalb County-Charleston County-SC-2021,"Charleston County, SC"
377755,Houston County,GA,DeKalb County,GA,94,2718,2718000,2021,2020,2021,inflow,DeKalb County-Houston County-GA-2021,"Houston County, GA"
377756,Baltimore city,MD,DeKalb County,GA,83,2704,2704000,2021,2020,2021,inflow,DeKalb County-Baltimore city-MD-2021,"Baltimore city, MD"
377757,Hamilton County,TN,DeKalb County,GA,95,3542,3542000,2021,2020,2021,inflow,DeKalb County-Hamilton County-TN-2021,"Hamilton County, TN"
377758,Carroll County,GA,DeKalb County,GA,91,1784,1784000,2021,2020,2021,inflow,DeKalb County-Carroll County-GA-2021,"Carroll County, GA"
377759,Tarrant County,TX,DeKalb County,GA,93,3123,3123000,2021,2020,2021,inflow,DeKalb County-Tarrant County-TX-2021,"Tarrant County, TX"
377760,Spalding County,GA,DeKalb County,GA,104,1858,1858000,2021,2020,2021,inflow,DeKalb County-Spalding County-GA-2021,"Spalding County, GA"
377761,Dougherty County,GA,DeKalb County,GA,85,1416,1416000,2021,2020,2021,inflow,DeKalb County-Dougherty County-GA-2021,"Dougherty County, GA"
377762,Guilford County,NC,DeKalb County,GA,88,2008,2008000,2021,2020,2021,inflow,DeKalb County-Guilford County-NC-2021,"Guilford County, NC"
377763,Barrow County,GA,DeKalb County,GA,83,2109,2109000,2021,2020,2021,inflow,DeKalb County-Barrow County-GA-2021,"Barrow County, GA"
377764,Santa Clara County,CA,DeKalb County,GA,84,9322,9322000,2021,2020,2021,inflow,DeKalb County-Santa Clara County-CA-2021,"Santa Clara County, CA"
