,y1_countyname,y1_state,y2_countyname,y2_state,n2_outflow,agi_perThou_outflow,agi_outflow,yr_range,year1,year2,mig_direction2,unique_tag,secondary_county
16775,Cherokee County,GA,Cherokee County Total Migration-US and Foreign,GA,13935,486645,486645000,1819,2018,2019,outflow,Cherokee County total migration-1819,"Cherokee County Total Migration-US and Foreign, GA"
16780,Cherokee County,GA,Cobb County,GA,2985,99758,99758000,1819,2018,2019,outflow,Cherokee County-Cobb County-GA-1819,"Cobb County, GA"
16781,Cherokee County,GA,Fulton County,GA,1163,57443,57443000,1819,2018,2019,outflow,Cherokee County-Fulton County-GA-1819,"Fulton County, GA"
16782,Cherokee County,GA,Bartow County,GA,950,20559,20559000,1819,2018,2019,outflow,Cherokee County-Bartow County-GA-1819,"Bartow County, GA"
16783,Cherokee County,GA,Pickens County,GA,642,16292,16292000,1819,2018,2019,outflow,Cherokee County-Pickens County-GA-1819,"Pickens County, GA"
16784,Cherokee County,GA,Forsyth County,GA,614,23179,23179000,1819,2018,2019,outflow,Cherokee County-Forsyth County-GA-1819,"Forsyth County, GA"
16785,Cherokee County,GA,Gwinnett County,GA,426,12849,12849000,1819,2018,2019,outflow,Cherokee County-Gwinnett County-GA-1819,"Gwinnett County, GA"
16786,Cherokee County,GA,Paulding County,GA,495,12439,12439000,1819,2018,2019,outflow,Cherokee County-Paulding County-GA-1819,"Paulding County, GA"
16787,Cherokee County,GA,DeKalb County,GA,288,11419,11419000,1819,2018,2019,outflow,Cherokee County-DeKalb County-GA-1819,"DeKalb County, GA"
16788,Cherokee County,GA,Gilmer County,GA,169,6548,6548000,1819,2018,2019,outflow,Cherokee County-Gilmer County-GA-1819,"Gilmer County, GA"
16789,Cherokee County,GA,Hall County,GA,135,4126,4126000,1819,2018,2019,outflow,Cherokee County-Hall County-GA-1819,"Hall County, GA"
16790,Cherokee County,GA,Gordon County,GA,103,2495,2495000,1819,2018,2019,outflow,Cherokee County-Gordon County-GA-1819,"Gordon County, GA"
16791,Cherokee County,GA,Dawson County,GA,77,3461,3461000,1819,2018,2019,outflow,Cherokee County-Dawson County-GA-1819,"Dawson County, GA"
16792,Cherokee County,GA,Orange County,FL,74,2320,2320000,1819,2018,2019,outflow,Cherokee County-Orange County-FL-1819,"Orange County, FL"
16793,Cherokee County,GA,Coweta County,GA,76,2402,2402000,1819,2018,2019,outflow,Cherokee County-Coweta County-GA-1819,"Coweta County, GA"
16794,Cherokee County,GA,Maricopa County,AZ,58,4782,4782000,1819,2018,2019,outflow,Cherokee County-Maricopa County-AZ-1819,"Maricopa County, AZ"
16795,Cherokee County,GA,Carroll County,GA,62,1315,1315000,1819,2018,2019,outflow,Cherokee County-Carroll County-GA-1819,"Carroll County, GA"
16796,Cherokee County,GA,Douglas County,GA,59,834,834000,1819,2018,2019,outflow,Cherokee County-Douglas County-GA-1819,"Douglas County, GA"
16797,Cherokee County,GA,Floyd County,GA,79,979,979000,1819,2018,2019,outflow,Cherokee County-Floyd County-GA-1819,"Floyd County, GA"
16798,Cherokee County,GA,Henry County,GA,58,1158,1158000,1819,2018,2019,outflow,Cherokee County-Henry County-GA-1819,"Henry County, GA"
16799,Cherokee County,GA,Pinellas County,FL,63,3717,3717000,1819,2018,2019,outflow,Cherokee County-Pinellas County-FL-1819,"Pinellas County, FL"
16800,Cherokee County,GA,Duval County,FL,53,1941,1941000,1819,2018,2019,outflow,Cherokee County-Duval County-FL-1819,"Duval County, FL"
16801,Cherokee County,GA,Hamilton County,TN,56,2807,2807000,1819,2018,2019,outflow,Cherokee County-Hamilton County-TN-1819,"Hamilton County, TN"
16802,Cherokee County,GA,Hillsborough County,FL,54,2279,2279000,1819,2018,2019,outflow,Cherokee County-Hillsborough County-FL-1819,"Hillsborough County, FL"
16803,Cherokee County,GA,Palm Beach County,FL,57,2396,2396000,1819,2018,2019,outflow,Cherokee County-Palm Beach County-FL-1819,"Palm Beach County, FL"
16804,Cherokee County,GA,Chatham County,GA,41,1572,1572000,1819,2018,2019,outflow,Cherokee County-Chatham County-GA-1819,"Chatham County, GA"
16805,Cherokee County,GA,Mecklenburg County,NC,53,2814,2814000,1819,2018,2019,outflow,Cherokee County-Mecklenburg County-NC-1819,"Mecklenburg County, NC"
16806,Cherokee County,GA,Davidson County,TN,42,1802,1802000,1819,2018,2019,outflow,Cherokee County-Davidson County-TN-1819,"Davidson County, TN"
16807,Cherokee County,GA,Lumpkin County,GA,41,1613,1613000,1819,2018,2019,outflow,Cherokee County-Lumpkin County-GA-1819,"Lumpkin County, GA"
16808,Cherokee County,GA,Polk County,FL,52,1567,1567000,1819,2018,2019,outflow,Cherokee County-Polk County-FL-1819,"Polk County, FL"
16809,Cherokee County,GA,Volusia County,FL,40,1684,1684000,1819,2018,2019,outflow,Cherokee County-Volusia County-FL-1819,"Volusia County, FL"
16810,Cherokee County,GA,Brevard County,FL,41,1811,1811000,1819,2018,2019,outflow,Cherokee County-Brevard County-FL-1819,"Brevard County, FL"
16811,Cherokee County,GA,Jefferson County,AL,35,1934,1934000,1819,2018,2019,outflow,Cherokee County-Jefferson County-AL-1819,"Jefferson County, AL"
16812,Cherokee County,GA,Lee County,FL,36,2073,2073000,1819,2018,2019,outflow,Cherokee County-Lee County-FL-1819,"Lee County, FL"
16813,Cherokee County,GA,Fayette County,GA,38,1160,1160000,1819,2018,2019,outflow,Cherokee County-Fayette County-GA-1819,"Fayette County, GA"
16873,Clayton County,GA,Clayton County Total Migration-US and Foreign,GA,26003,441959,441959000,1819,2018,2019,outflow,Clayton County total migration-1819,"Clayton County Total Migration-US and Foreign, GA"
16879,Clayton County,GA,Fulton County,GA,6334,84486,84486000,1819,2018,2019,outflow,Clayton County-Fulton County-GA-1819,"Fulton County, GA"
16880,Clayton County,GA,Henry County,GA,4902,82958,82958000,1819,2018,2019,outflow,Clayton County-Henry County-GA-1819,"Henry County, GA"
16881,Clayton County,GA,DeKalb County,GA,2659,35185,35185000,1819,2018,2019,outflow,Clayton County-DeKalb County-GA-1819,"DeKalb County, GA"
16882,Clayton County,GA,Cobb County,GA,1020,17232,17232000,1819,2018,2019,outflow,Clayton County-Cobb County-GA-1819,"Cobb County, GA"
16883,Clayton County,GA,Gwinnett County,GA,913,14088,14088000,1819,2018,2019,outflow,Clayton County-Gwinnett County-GA-1819,"Gwinnett County, GA"
16884,Clayton County,GA,Fayette County,GA,980,19601,19601000,1819,2018,2019,outflow,Clayton County-Fayette County-GA-1819,"Fayette County, GA"
16885,Clayton County,GA,Spalding County,GA,482,6671,6671000,1819,2018,2019,outflow,Clayton County-Spalding County-GA-1819,"Spalding County, GA"
16886,Clayton County,GA,Coweta County,GA,362,7718,7718000,1819,2018,2019,outflow,Clayton County-Coweta County-GA-1819,"Coweta County, GA"
16887,Clayton County,GA,Douglas County,GA,384,5640,5640000,1819,2018,2019,outflow,Clayton County-Douglas County-GA-1819,"Douglas County, GA"
16888,Clayton County,GA,Rockdale County,GA,249,3978,3978000,1819,2018,2019,outflow,Clayton County-Rockdale County-GA-1819,"Rockdale County, GA"
16889,Clayton County,GA,Newton County,GA,254,3642,3642000,1819,2018,2019,outflow,Clayton County-Newton County-GA-1819,"Newton County, GA"
16890,Clayton County,GA,Miami-Dade County,FL,138,1914,1914000,1819,2018,2019,outflow,Clayton County-Miami-Dade County-FL-1819,"Miami-Dade County, FL"
16891,Clayton County,GA,Paulding County,GA,122,2216,2216000,1819,2018,2019,outflow,Clayton County-Paulding County-GA-1819,"Paulding County, GA"
16892,Clayton County,GA,Muscogee County,GA,106,1228,1228000,1819,2018,2019,outflow,Clayton County-Muscogee County-GA-1819,"Muscogee County, GA"
16893,Clayton County,GA,Chatham County,GA,110,1342,1342000,1819,2018,2019,outflow,Clayton County-Chatham County-GA-1819,"Chatham County, GA"
16894,Clayton County,GA,Orange County,FL,96,1141,1141000,1819,2018,2019,outflow,Clayton County-Orange County-FL-1819,"Orange County, FL"
16895,Clayton County,GA,Bibb County,GA,102,1418,1418000,1819,2018,2019,outflow,Clayton County-Bibb County-GA-1819,"Bibb County, GA"
16896,Clayton County,GA,Broward County,FL,81,1685,1685000,1819,2018,2019,outflow,Clayton County-Broward County-FL-1819,"Broward County, FL"
16897,Clayton County,GA,Carroll County,GA,90,1141,1141000,1819,2018,2019,outflow,Clayton County-Carroll County-GA-1819,"Carroll County, GA"
16898,Clayton County,GA,Duval County,FL,80,877,877000,1819,2018,2019,outflow,Clayton County-Duval County-FL-1819,"Duval County, FL"
16899,Clayton County,GA,Harris County,TX,83,1202,1202000,1819,2018,2019,outflow,Clayton County-Harris County-TX-1819,"Harris County, TX"
16900,Clayton County,GA,Richmond County,GA,70,970,970000,1819,2018,2019,outflow,Clayton County-Richmond County-GA-1819,"Richmond County, GA"
16901,Clayton County,GA,Cook County,IL,80,972,972000,1819,2018,2019,outflow,Clayton County-Cook County-IL-1819,"Cook County, IL"
16902,Clayton County,GA,Butts County,GA,77,1453,1453000,1819,2018,2019,outflow,Clayton County-Butts County-GA-1819,"Butts County, GA"
16903,Clayton County,GA,Mecklenburg County,NC,84,1125,1125000,1819,2018,2019,outflow,Clayton County-Mecklenburg County-NC-1819,"Mecklenburg County, NC"
16904,Clayton County,GA,Hillsborough County,FL,71,1132,1132000,1819,2018,2019,outflow,Clayton County-Hillsborough County-FL-1819,"Hillsborough County, FL"
16905,Clayton County,GA,Jefferson County,AL,69,1082,1082000,1819,2018,2019,outflow,Clayton County-Jefferson County-AL-1819,"Jefferson County, AL"
16906,Clayton County,GA,Kings County,NY,52,1038,1038000,1819,2018,2019,outflow,Clayton County-Kings County-NY-1819,"Kings County, NY"
16907,Clayton County,GA,Clark County,NV,56,1005,1005000,1819,2018,2019,outflow,Clayton County-Clark County-NV-1819,"Clark County, NV"
16908,Clayton County,GA,Cumberland County,NC,60,811,811000,1819,2018,2019,outflow,Clayton County-Cumberland County-NC-1819,"Cumberland County, NC"
16909,Clayton County,GA,Dallas County,TX,70,770,770000,1819,2018,2019,outflow,Clayton County-Dallas County-TX-1819,"Dallas County, TX"
16910,Clayton County,GA,San Diego County,CA,43,1019,1019000,1819,2018,2019,outflow,Clayton County-San Diego County-CA-1819,"San Diego County, CA"
16911,Clayton County,GA,Houston County,GA,57,804,804000,1819,2018,2019,outflow,Clayton County-Houston County-GA-1819,"Houston County, GA"
16912,Clayton County,GA,Shelby County,TN,65,776,776000,1819,2018,2019,outflow,Clayton County-Shelby County-TN-1819,"Shelby County, TN"
16913,Clayton County,GA,Palm Beach County,FL,56,790,790000,1819,2018,2019,outflow,Clayton County-Palm Beach County-FL-1819,"Palm Beach County, FL"
16914,Clayton County,GA,Dougherty County,GA,63,613,613000,1819,2018,2019,outflow,Clayton County-Dougherty County-GA-1819,"Dougherty County, GA"
16915,Clayton County,GA,Wayne County,MI,51,656,656000,1819,2018,2019,outflow,Clayton County-Wayne County-MI-1819,"Wayne County, MI"
16916,Clayton County,GA,Cherokee County,GA,55,776,776000,1819,2018,2019,outflow,Clayton County-Cherokee County-GA-1819,"Cherokee County, GA"
16917,Clayton County,GA,Lamar County,GA,60,831,831000,1819,2018,2019,outflow,Clayton County-Lamar County-GA-1819,"Lamar County, GA"
16919,Clayton County,GA,Hall County,GA,54,837,837000,1819,2018,2019,outflow,Clayton County-Hall County-GA-1819,"Hall County, GA"
16920,Clayton County,GA,Monroe County,GA,61,1077,1077000,1819,2018,2019,outflow,Clayton County-Monroe County-GA-1819,"Monroe County, GA"
16921,Clayton County,GA,Montgomery County,AL,63,570,570000,1819,2018,2019,outflow,Clayton County-Montgomery County-AL-1819,"Montgomery County, AL"
16922,Clayton County,GA,Bartow County,GA,47,717,717000,1819,2018,2019,outflow,Clayton County-Bartow County-GA-1819,"Bartow County, GA"
16923,Clayton County,GA,Los Angeles County,CA,53,895,895000,1819,2018,2019,outflow,Clayton County-Los Angeles County-CA-1819,"Los Angeles County, CA"
16924,Clayton County,GA,Forsyth County,GA,46,894,894000,1819,2018,2019,outflow,Clayton County-Forsyth County-GA-1819,"Forsyth County, GA"
16925,Clayton County,GA,Maricopa County,AZ,48,557,557000,1819,2018,2019,outflow,Clayton County-Maricopa County-AZ-1819,"Maricopa County, AZ"
16926,Clayton County,GA,Meriwether County,GA,40,414,414000,1819,2018,2019,outflow,Clayton County-Meriwether County-GA-1819,"Meriwether County, GA"
16927,Clayton County,GA,Walton County,GA,61,1105,1105000,1819,2018,2019,outflow,Clayton County-Walton County-GA-1819,"Walton County, GA"
16928,Clayton County,GA,Prince George's County,MD,33,669,669000,1819,2018,2019,outflow,Clayton County-Prince George's County-MD-1819,"Prince George's County, MD"
16929,Clayton County,GA,Troup County,GA,46,601,601000,1819,2018,2019,outflow,Clayton County-Troup County-GA-1819,"Troup County, GA"
16930,Clayton County,GA,Upson County,GA,44,605,605000,1819,2018,2019,outflow,Clayton County-Upson County-GA-1819,"Upson County, GA"
16931,Clayton County,GA,Richland County,SC,39,396,396000,1819,2018,2019,outflow,Clayton County-Richland County-SC-1819,"Richland County, SC"
16932,Clayton County,GA,King County,WA,34,593,593000,1819,2018,2019,outflow,Clayton County-King County-WA-1819,"King County, WA"
16952,Cobb County,GA,Cobb County Total Migration-US and Foreign,GA,51327,1970275,1970275000,1819,2018,2019,outflow,Cobb County total migration-1819,"Cobb County Total Migration-US and Foreign, GA"
16958,Cobb County,GA,Fulton County,GA,8387,440190,440190000,1819,2018,2019,outflow,Cobb County-Fulton County-GA-1819,"Fulton County, GA"
16959,Cobb County,GA,Cherokee County,GA,4699,175529,175529000,1819,2018,2019,outflow,Cobb County-Cherokee County-GA-1819,"Cherokee County, GA"
16960,Cobb County,GA,Paulding County,GA,5057,130684,130684000,1819,2018,2019,outflow,Cobb County-Paulding County-GA-1819,"Paulding County, GA"
16961,Cobb County,GA,DeKalb County,GA,2897,105810,105810000,1819,2018,2019,outflow,Cobb County-DeKalb County-GA-1819,"DeKalb County, GA"
16962,Cobb County,GA,Douglas County,GA,2779,48527,48527000,1819,2018,2019,outflow,Cobb County-Douglas County-GA-1819,"Douglas County, GA"
16963,Cobb County,GA,Gwinnett County,GA,2249,59776,59776000,1819,2018,2019,outflow,Cobb County-Gwinnett County-GA-1819,"Gwinnett County, GA"
16964,Cobb County,GA,Bartow County,GA,1348,41361,41361000,1819,2018,2019,outflow,Cobb County-Bartow County-GA-1819,"Bartow County, GA"
16965,Cobb County,GA,Clayton County,GA,955,15877,15877000,1819,2018,2019,outflow,Cobb County-Clayton County-GA-1819,"Clayton County, GA"
16966,Cobb County,GA,Forsyth County,GA,864,36194,36194000,1819,2018,2019,outflow,Cobb County-Forsyth County-GA-1819,"Forsyth County, GA"
16967,Cobb County,GA,Henry County,GA,559,14102,14102000,1819,2018,2019,outflow,Cobb County-Henry County-GA-1819,"Henry County, GA"
16968,Cobb County,GA,Los Angeles County,CA,275,10988,10988000,1819,2018,2019,outflow,Cobb County-Los Angeles County-CA-1819,"Los Angeles County, CA"
16969,Cobb County,GA,Carroll County,GA,333,7807,7807000,1819,2018,2019,outflow,Cobb County-Carroll County-GA-1819,"Carroll County, GA"
16970,Cobb County,GA,Broward County,FL,305,11957,11957000,1819,2018,2019,outflow,Cobb County-Broward County-FL-1819,"Broward County, FL"
16971,Cobb County,GA,Orange County,FL,272,10432,10432000,1819,2018,2019,outflow,Cobb County-Orange County-FL-1819,"Orange County, FL"
16972,Cobb County,GA,Coweta County,GA,284,14201,14201000,1819,2018,2019,outflow,Cobb County-Coweta County-GA-1819,"Coweta County, GA"
16973,Cobb County,GA,Miami-Dade County,FL,245,6418,6418000,1819,2018,2019,outflow,Cobb County-Miami-Dade County-FL-1819,"Miami-Dade County, FL"
16974,Cobb County,GA,Mecklenburg County,NC,248,11046,11046000,1819,2018,2019,outflow,Cobb County-Mecklenburg County-NC-1819,"Mecklenburg County, NC"
16975,Cobb County,GA,Maricopa County,AZ,253,13632,13632000,1819,2018,2019,outflow,Cobb County-Maricopa County-AZ-1819,"Maricopa County, AZ"
16976,Cobb County,GA,Cook County,IL,204,8932,8932000,1819,2018,2019,outflow,Cobb County-Cook County-IL-1819,"Cook County, IL"
16977,Cobb County,GA,Fayette County,GA,261,11367,11367000,1819,2018,2019,outflow,Cobb County-Fayette County-GA-1819,"Fayette County, GA"
16978,Cobb County,GA,Hillsborough County,FL,241,10056,10056000,1819,2018,2019,outflow,Cobb County-Hillsborough County-FL-1819,"Hillsborough County, FL"
16979,Cobb County,GA,Duval County,FL,197,7869,7869000,1819,2018,2019,outflow,Cobb County-Duval County-FL-1819,"Duval County, FL"
16980,Cobb County,GA,Harris County,TX,229,6697,6697000,1819,2018,2019,outflow,Cobb County-Harris County-TX-1819,"Harris County, TX"
16981,Cobb County,GA,Dallas County,TX,194,11389,11389000,1819,2018,2019,outflow,Cobb County-Dallas County-TX-1819,"Dallas County, TX"
16982,Cobb County,GA,Floyd County,GA,199,6021,6021000,1819,2018,2019,outflow,Cobb County-Floyd County-GA-1819,"Floyd County, GA"
16983,Cobb County,GA,King County,WA,157,10008,10008000,1819,2018,2019,outflow,Cobb County-King County-WA-1819,"King County, WA"
16984,Cobb County,GA,Davidson County,TN,145,7881,7881000,1819,2018,2019,outflow,Cobb County-Davidson County-TN-1819,"Davidson County, TN"
16985,Cobb County,GA,Hamilton County,TN,178,7703,7703000,1819,2018,2019,outflow,Cobb County-Hamilton County-TN-1819,"Hamilton County, TN"
16986,Cobb County,GA,Hall County,GA,162,9186,9186000,1819,2018,2019,outflow,Cobb County-Hall County-GA-1819,"Hall County, GA"
16987,Cobb County,GA,Palm Beach County,FL,172,6734,6734000,1819,2018,2019,outflow,Cobb County-Palm Beach County-FL-1819,"Palm Beach County, FL"
16988,Cobb County,GA,Chatham County,GA,163,5027,5027000,1819,2018,2019,outflow,Cobb County-Chatham County-GA-1819,"Chatham County, GA"
16989,Cobb County,GA,Pinellas County,FL,159,7166,7166000,1819,2018,2019,outflow,Cobb County-Pinellas County-FL-1819,"Pinellas County, FL"
16990,Cobb County,GA,Jefferson County,AL,180,10362,10362000,1819,2018,2019,outflow,Cobb County-Jefferson County-AL-1819,"Jefferson County, AL"
16991,Cobb County,GA,Pickens County,GA,187,6774,6774000,1819,2018,2019,outflow,Cobb County-Pickens County-GA-1819,"Pickens County, GA"
16992,Cobb County,GA,Wake County,NC,166,8289,8289000,1819,2018,2019,outflow,Cobb County-Wake County-NC-1819,"Wake County, NC"
16993,Cobb County,GA,New York County,NY,116,6745,6745000,1819,2018,2019,outflow,Cobb County-New York County-NY-1819,"New York County, NY"
16994,Cobb County,GA,Clarke County,GA,109,3722,3722000,1819,2018,2019,outflow,Cobb County-Clarke County-GA-1819,"Clarke County, GA"
16995,Cobb County,GA,Clark County,NV,149,5212,5212000,1819,2018,2019,outflow,Cobb County-Clark County-NV-1819,"Clark County, NV"
16996,Cobb County,GA,Polk County,GA,165,4036,4036000,1819,2018,2019,outflow,Cobb County-Polk County-GA-1819,"Polk County, GA"
16997,Cobb County,GA,Charleston County,SC,138,13155,13155000,1819,2018,2019,outflow,Cobb County-Charleston County-SC-1819,"Charleston County, SC"
16998,Cobb County,GA,Muscogee County,GA,132,2787,2787000,1819,2018,2019,outflow,Cobb County-Muscogee County-GA-1819,"Muscogee County, GA"
16999,Cobb County,GA,Rockdale County,GA,158,2929,2929000,1819,2018,2019,outflow,Cobb County-Rockdale County-GA-1819,"Rockdale County, GA"
17000,Cobb County,GA,Newton County,GA,140,3759,3759000,1819,2018,2019,outflow,Cobb County-Newton County-GA-1819,"Newton County, GA"
17001,Cobb County,GA,Tarrant County,TX,143,5562,5562000,1819,2018,2019,outflow,Cobb County-Tarrant County-TX-1819,"Tarrant County, TX"
17002,Cobb County,GA,Travis County,TX,124,4846,4846000,1819,2018,2019,outflow,Cobb County-Travis County-TX-1819,"Travis County, TX"
17003,Cobb County,GA,San Diego County,CA,141,6144,6144000,1819,2018,2019,outflow,Cobb County-San Diego County-CA-1819,"San Diego County, CA"
17004,Cobb County,GA,Beaufort County,SC,145,10525,10525000,1819,2018,2019,outflow,Cobb County-Beaufort County-SC-1819,"Beaufort County, SC"
17005,Cobb County,GA,Kings County,NY,99,2723,2723000,1819,2018,2019,outflow,Cobb County-Kings County-NY-1819,"Kings County, NY"
17006,Cobb County,GA,Greenville County,SC,125,4571,4571000,1819,2018,2019,outflow,Cobb County-Greenville County-SC-1819,"Greenville County, SC"
17007,Cobb County,GA,Shelby County,TN,131,3403,3403000,1819,2018,2019,outflow,Cobb County-Shelby County-TN-1819,"Shelby County, TN"
17008,Cobb County,GA,Lee County,FL,111,6253,6253000,1819,2018,2019,outflow,Cobb County-Lee County-FL-1819,"Lee County, FL"
17009,Cobb County,GA,Richmond County,GA,93,1906,1906000,1819,2018,2019,outflow,Cobb County-Richmond County-GA-1819,"Richmond County, GA"
17010,Cobb County,GA,Glynn County,GA,101,9215,9215000,1819,2018,2019,outflow,Cobb County-Glynn County-GA-1819,"Glynn County, GA"
17011,Cobb County,GA,Houston County,GA,97,2651,2651000,1819,2018,2019,outflow,Cobb County-Houston County-GA-1819,"Houston County, GA"
17012,Cobb County,GA,Escambia County,FL,88,3301,3301000,1819,2018,2019,outflow,Cobb County-Escambia County-FL-1819,"Escambia County, FL"
17013,Cobb County,GA,Denver County,CO,70,3391,3391000,1819,2018,2019,outflow,Cobb County-Denver County-CO-1819,"Denver County, CO"
17014,Cobb County,GA,Franklin County,OH,81,3673,3673000,1819,2018,2019,outflow,Cobb County-Franklin County-OH-1819,"Franklin County, OH"
17015,Cobb County,GA,Santa Clara County,CA,75,4893,4893000,1819,2018,2019,outflow,Cobb County-Santa Clara County-CA-1819,"Santa Clara County, CA"
17016,Cobb County,GA,Brevard County,FL,97,4252,4252000,1819,2018,2019,outflow,Cobb County-Brevard County-FL-1819,"Brevard County, FL"
17017,Cobb County,GA,Gilmer County,GA,80,3312,3312000,1819,2018,2019,outflow,Cobb County-Gilmer County-GA-1819,"Gilmer County, GA"
17019,Cobb County,GA,Columbia County,GA,86,3749,3749000,1819,2018,2019,outflow,Cobb County-Columbia County-GA-1819,"Columbia County, GA"
17020,Cobb County,GA,Polk County,FL,85,2260,2260000,1819,2018,2019,outflow,Cobb County-Polk County-FL-1819,"Polk County, FL"
17021,Cobb County,GA,Prince George's County,MD,79,2789,2789000,1819,2018,2019,outflow,Cobb County-Prince George's County-MD-1819,"Prince George's County, MD"
17022,Cobb County,GA,Fairfax County,VA,105,5580,5580000,1819,2018,2019,outflow,Cobb County-Fairfax County-VA-1819,"Fairfax County, VA"
17023,Cobb County,GA,Collin County,TX,103,3621,3621000,1819,2018,2019,outflow,Cobb County-Collin County-TX-1819,"Collin County, TX"
17024,Cobb County,GA,Bexar County,TX,88,2653,2653000,1819,2018,2019,outflow,Cobb County-Bexar County-TX-1819,"Bexar County, TX"
17025,Cobb County,GA,Montgomery County,MD,88,3724,3724000,1819,2018,2019,outflow,Cobb County-Montgomery County-MD-1819,"Montgomery County, MD"
17026,Cobb County,GA,Orange County,CA,71,2841,2841000,1819,2018,2019,outflow,Cobb County-Orange County-CA-1819,"Orange County, CA"
17027,Cobb County,GA,Pasco County,FL,86,3709,3709000,1819,2018,2019,outflow,Cobb County-Pasco County-FL-1819,"Pasco County, FL"
17028,Cobb County,GA,Richland County,SC,76,2924,2924000,1819,2018,2019,outflow,Cobb County-Richland County-SC-1819,"Richland County, SC"
17029,Cobb County,GA,District of Columbia,DC,55,2695,2695000,1819,2018,2019,outflow,Cobb County-District of Columbia-DC-1819,"District of Columbia, DC"
17030,Cobb County,GA,Gordon County,GA,85,2827,2827000,1819,2018,2019,outflow,Cobb County-Gordon County-GA-1819,"Gordon County, GA"
17031,Cobb County,GA,Volusia County,FL,76,3099,3099000,1819,2018,2019,outflow,Cobb County-Volusia County-FL-1819,"Volusia County, FL"
17032,Cobb County,GA,Wayne County,MI,87,1823,1823000,1819,2018,2019,outflow,Cobb County-Wayne County-MI-1819,"Wayne County, MI"
17033,Cobb County,GA,Madison County,AL,74,2725,2725000,1819,2018,2019,outflow,Cobb County-Madison County-AL-1819,"Madison County, AL"
17034,Cobb County,GA,St. Johns County,FL,93,6655,6655000,1819,2018,2019,outflow,Cobb County-St. Johns County-FL-1819,"St. Johns County, FL"
17035,Cobb County,GA,Bibb County,GA,77,1522,1522000,1819,2018,2019,outflow,Cobb County-Bibb County-GA-1819,"Bibb County, GA"
17036,Cobb County,GA,Oakland County,MI,82,2631,2631000,1819,2018,2019,outflow,Cobb County-Oakland County-MI-1819,"Oakland County, MI"
17037,Cobb County,GA,Knox County,TN,86,2835,2835000,1819,2018,2019,outflow,Cobb County-Knox County-TN-1819,"Knox County, TN"
17038,Cobb County,GA,Denton County,TX,80,5588,5588000,1819,2018,2019,outflow,Cobb County-Denton County-TX-1819,"Denton County, TX"
17039,Cobb County,GA,Alameda County,CA,64,3288,3288000,1819,2018,2019,outflow,Cobb County-Alameda County-CA-1819,"Alameda County, CA"
17040,Cobb County,GA,Bay County,FL,80,4816,4816000,1819,2018,2019,outflow,Cobb County-Bay County-FL-1819,"Bay County, FL"
17041,Cobb County,GA,Barrow County,GA,78,2462,2462000,1819,2018,2019,outflow,Cobb County-Barrow County-GA-1819,"Barrow County, GA"
17042,Cobb County,GA,Spalding County,GA,71,2878,2878000,1819,2018,2019,outflow,Cobb County-Spalding County-GA-1819,"Spalding County, GA"
17043,Cobb County,GA,Middlesex County,MA,69,2933,2933000,1819,2018,2019,outflow,Cobb County-Middlesex County-MA-1819,"Middlesex County, MA"
17044,Cobb County,GA,Horry County,SC,68,3105,3105000,1819,2018,2019,outflow,Cobb County-Horry County-SC-1819,"Horry County, SC"
17045,Cobb County,GA,Sarasota County,FL,70,2328,2328000,1819,2018,2019,outflow,Cobb County-Sarasota County-FL-1819,"Sarasota County, FL"
17046,Cobb County,GA,Buncombe County,NC,52,2965,2965000,1819,2018,2019,outflow,Cobb County-Buncombe County-NC-1819,"Buncombe County, NC"
17047,Cobb County,GA,Manatee County,FL,73,4223,4223000,1819,2018,2019,outflow,Cobb County-Manatee County-FL-1819,"Manatee County, FL"
17048,Cobb County,GA,Seminole County,FL,61,2192,2192000,1819,2018,2019,outflow,Cobb County-Seminole County-FL-1819,"Seminole County, FL"
17049,Cobb County,GA,Fannin County,GA,60,3566,3566000,1819,2018,2019,outflow,Cobb County-Fannin County-GA-1819,"Fannin County, GA"
17050,Cobb County,GA,Queens County,NY,65,1518,1518000,1819,2018,2019,outflow,Cobb County-Queens County-NY-1819,"Queens County, NY"
17051,Cobb County,GA,Arapahoe County,CO,68,2409,2409000,1819,2018,2019,outflow,Cobb County-Arapahoe County-CO-1819,"Arapahoe County, CO"
17052,Cobb County,GA,Orleans Parish,LA,50,1002,1002000,1819,2018,2019,outflow,Cobb County-Orleans Parish-LA-1819,"Orleans Parish, LA"
17053,Cobb County,GA,Forsyth County,NC,57,2497,2497000,1819,2018,2019,outflow,Cobb County-Forsyth County-NC-1819,"Forsyth County, NC"
17054,Cobb County,GA,Philadelphia County,PA,50,1067,1067000,1819,2018,2019,outflow,Cobb County-Philadelphia County-PA-1819,"Philadelphia County, PA"
17055,Cobb County,GA,Collier County,FL,57,3987,3987000,1819,2018,2019,outflow,Cobb County-Collier County-FL-1819,"Collier County, FL"
17056,Cobb County,GA,St. Louis County,MO,61,2714,2714000,1819,2018,2019,outflow,Cobb County-St. Louis County-MO-1819,"St. Louis County, MO"
17057,Cobb County,GA,Cuyahoga County,OH,56,1840,1840000,1819,2018,2019,outflow,Cobb County-Cuyahoga County-OH-1819,"Cuyahoga County, OH"
17058,Cobb County,GA,Rutherford County,TN,55,2257,2257000,1819,2018,2019,outflow,Cobb County-Rutherford County-TN-1819,"Rutherford County, TN"
