,unique_tag,secondary_county_y,yr_range,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net,arc_county,unique_tag2
1026,Cobb County-Jefferson Parish-LA-1617,"Jefferson Parish, LA",1617,2016,2017,85,1993000,63,1284000,22,709000,Cobb County,Cobb County-Jefferson Parish-LA
1027,Cobb County-Contra Costa County-CA-1617,"Contra Costa County, CA",1617,2016,2017,99,5640000,56,2205000,43,3435000,Cobb County,Cobb County-Contra Costa County-CA
1028,Cobb County-Brevard County-FL-1617,"Brevard County, FL",1617,2016,2017,75,2220000,168,6143000,-93,-3923000,Cobb County,Cobb County-Brevard County-FL
1029,Cobb County-Erie County-NY-1617,"Erie County, NY",1617,2016,2017,92,1826000,48,1030000,44,796000,Cobb County,Cobb County-Erie County-NY
1030,Cobb County-Rutherford County-TN-1617,"Rutherford County, TN",1617,2016,2017,82,2272000,51,1904000,31,368000,Cobb County,Cobb County-Rutherford County-TN
1031,Cobb County-Mobile County-AL-1617,"Mobile County, AL",1617,2016,2017,90,1931000,71,1941000,19,-10000,Cobb County,Cobb County-Mobile County-AL
1032,Cobb County-Polk County-GA-1617,"Polk County, GA",1617,2016,2017,111,1953000,140,3044000,-29,-1091000,Cobb County,Cobb County-Polk County-GA
1033,Cobb County-Cumberland County-NC-1617,"Cumberland County, NC",1617,2016,2017,83,1810000,52,1034000,31,776000,Cobb County,Cobb County-Cumberland County-NC
1034,Cobb County-Volusia County-FL-1617,"Volusia County, FL",1617,2016,2017,87,2448000,118,4974000,-31,-2526000,Cobb County,Cobb County-Volusia County-FL
1035,Cobb County-Baltimore County-MD-1617,"Baltimore County, MD",1617,2016,2017,88,3263000,60,1583000,28,1680000,Cobb County,Cobb County-Baltimore County-MD
1036,Cobb County-Virginia Beach city-VA-1617,"Virginia Beach city, VA",1617,2016,2017,83,2612000,53,1134000,30,1478000,Cobb County,Cobb County-Virginia Beach city-VA
1037,Cobb County-Escambia County-FL-1617,"Escambia County, FL",1617,2016,2017,79,2928000,109,3457000,-30,-529000,Cobb County,Cobb County-Escambia County-FL
1038,Cobb County-Pickens County-GA-1617,"Pickens County, GA",1617,2016,2017,71,2610000,273,11260000,-202,-8650000,Cobb County,Cobb County-Pickens County-GA
1039,Cobb County-Denver County-CO-1617,"Denver County, CO",1617,2016,2017,66,2569000,98,6562000,-32,-3993000,Cobb County,Cobb County-Denver County-CO
1040,Cobb County-Tuscaloosa County-AL-1617,"Tuscaloosa County, AL",1617,2016,2017,65,1766000,52,1911000,13,-145000,Cobb County,Cobb County-Tuscaloosa County-AL
1041,Cobb County-Arapahoe County-CO-1617,"Arapahoe County, CO",1617,2016,2017,73,2488000,78,3256000,-5,-768000,Cobb County,Cobb County-Arapahoe County-CO
1042,Cobb County-Polk County-FL-1617,"Polk County, FL",1617,2016,2017,74,2101000,92,2244000,-18,-143000,Cobb County,Cobb County-Polk County-FL
1043,Cobb County-New Haven County-CT-1617,"New Haven County, CT",1617,2016,2017,61,1867000,36,1052000,25,815000,Cobb County,Cobb County-New Haven County-CT
1044,Cobb County-Suffolk County-MA-1617,"Suffolk County, MA",1617,2016,2017,54,2385000,39,2421000,15,-36000,Cobb County,Cobb County-Suffolk County-MA
1045,Cobb County-Sacramento County-CA-1617,"Sacramento County, CA",1617,2016,2017,74,2420000,59,1509000,15,911000,Cobb County,Cobb County-Sacramento County-CA
1046,Cobb County-Johnson County-KS-1617,"Johnson County, KS",1617,2016,2017,80,2818000,41,1616000,39,1202000,Cobb County,Cobb County-Johnson County-KS
1047,Cobb County-Durham County-NC-1617,"Durham County, NC",1617,2016,2017,67,2316000,55,2309000,12,7000,Cobb County,Cobb County-Durham County-NC
1048,Cobb County-Okaloosa County-FL-1617,"Okaloosa County, FL",1617,2016,2017,77,1974000,71,3147000,6,-1173000,Cobb County,Cobb County-Okaloosa County-FL
1049,Cobb County-St. Lucie County-FL-1617,"St. Lucie County, FL",1617,2016,2017,64,1373000,55,1272000,9,101000,Cobb County,Cobb County-St. Lucie County-FL
1050,Cobb County-Glynn County-GA-1617,"Glynn County, GA",1617,2016,2017,55,1096000,111,6901000,-56,-5805000,Cobb County,Cobb County-Glynn County-GA
1051,Cobb County-Orleans Parish-LA-1617,"Orleans Parish, LA",1617,2016,2017,63,1282000,102,2082000,-39,-800000,Cobb County,Cobb County-Orleans Parish-LA
1052,Cobb County-Williamson County-TN-1617,"Williamson County, TN",1617,2016,2017,75,4152000,138,7188000,-63,-3036000,Cobb County,Cobb County-Williamson County-TN
1053,Cobb County-Barrow County-GA-1617,"Barrow County, GA",1617,2016,2017,66,1387000,76,2018000,-10,-631000,Cobb County,Cobb County-Barrow County-GA
1054,Cobb County-Riverside County-CA-1617,"Riverside County, CA",1617,2016,2017,80,1540000,72,2813000,8,-1273000,Cobb County,Cobb County-Riverside County-CA
1055,Cobb County-New Castle County-DE-1617,"New Castle County, DE",1617,2016,2017,62,1271000,53,2127000,9,-856000,Cobb County,Cobb County-New Castle County-DE
1056,Cobb County-Bay County-FL-1617,"Bay County, FL",1617,2016,2017,61,1472000,109,5247000,-48,-3775000,Cobb County,Cobb County-Bay County-FL
1057,Cobb County-Spalding County-GA-1617,"Spalding County, GA",1617,2016,2017,62,1394000,87,2690000,-25,-1296000,Cobb County,Cobb County-Spalding County-GA
1058,Cobb County-Prince William County-VA-1617,"Prince William County, VA",1617,2016,2017,72,2882000,59,1461000,13,1421000,Cobb County,Cobb County-Prince William County-VA
1059,Cobb County-Hartford County-CT-1617,"Hartford County, CT",1617,2016,2017,57,2385000,67,2716000,-10,-331000,Cobb County,Cobb County-Hartford County-CT
1060,Cobb County-Montgomery County-PA-1617,"Montgomery County, PA",1617,2016,2017,63,3336000,48,2384000,15,952000,Cobb County,Cobb County-Montgomery County-PA
1061,Cobb County-Sarasota County-FL-1617,"Sarasota County, FL",1617,2016,2017,54,2124000,88,4953000,-34,-2829000,Cobb County,Cobb County-Sarasota County-FL
1062,Cobb County-Denton County-TX-1617,"Denton County, TX",1617,2016,2017,69,3292000,132,6779000,-63,-3487000,Cobb County,Cobb County-Denton County-TX
1063,Cobb County-Fort Bend County-TX-1617,"Fort Bend County, TX",1617,2016,2017,110,6463000,92,4427000,18,2036000,Cobb County,Cobb County-Fort Bend County-TX
1064,Cobb County-Loudoun County-VA-1617,"Loudoun County, VA",1617,2016,2017,74,3706000,60,3098000,14,608000,Cobb County,Cobb County-Loudoun County-VA
1065,Cobb County-El Paso County-CO-1617,"El Paso County, CO",1617,2016,2017,66,1233000,80,2879000,-14,-1646000,Cobb County,Cobb County-El Paso County-CO
1066,Cobb County-Anne Arundel County-MD-1617,"Anne Arundel County, MD",1617,2016,2017,63,1204000,50,1480000,13,-276000,Cobb County,Cobb County-Anne Arundel County-MD
1067,Cobb County-Montgomery County-OH-1617,"Montgomery County, OH",1617,2016,2017,45,1631000,50,1078000,-5,553000,Cobb County,Cobb County-Montgomery County-OH
1068,Cobb County-Henrico County-VA-1617,"Henrico County, VA",1617,2016,2017,73,3713000,55,1551000,18,2162000,Cobb County,Cobb County-Henrico County-VA
1069,Cobb County-Osceola County-FL-1617,"Osceola County, FL",1617,2016,2017,50,810000,56,1364000,-6,-554000,Cobb County,Cobb County-Osceola County-FL
